# currency: EUR
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source,Trend,Trend Source
Wartune Herald (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.43,trend
Wartune Herald (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.29,trend
Wax On (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.15,trend
Wax On (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.27,trend
Wax On (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.19,trend
Weave Earth (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.11,trend
Weave Earth (Red),cm-expansion-5252,normal,,0.08,low,,,,,,,0.17,trend
Weave Earth (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.12,trend
Weave Ice (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.44,trend
Weave Ice (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.31,trend
Weave Ice (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.37,trend
Weave Lightning (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.23,trend
Weave Lightning (Red),cm-expansion-5252,normal,,0.05,low,,,,,,,0.56,trend
Weave Lightning (Yellow),cm-expansion-5252,normal,,0.1,low,,,,,,,0.15,trend
Wild Ride (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Wild Ride (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.09,trend
Wild Ride (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.07,trend
Winds of Eternity,cm-expansion-5252,normal,,3.98,low,,,,,,,3.86,trend
Winter's Bite (Blue),cm-expansion-5252,normal,,0.08,low,,,,,,,0.38,trend
Winter's Bite (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.37,trend
Winter's Bite (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.1,trend
Winter's Grasp (Blue),cm-expansion-5252,normal,,0.05,low,,,,,,,0.29,trend
Winter's Grasp (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Winter's Grasp (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.02,trend
Winter's Wail,cm-expansion-5252,normal,,0.3,low,,,,,,,0.65,trend
Writhing Beast Hulk (Blue),cm-expansion-5252,normal,,0.09,low,,,,,,,0.18,trend
Writhing Beast Hulk (Red),cm-expansion-5252,normal,,0.14,low,,,,,,,0.29,trend
Writhing Beast Hulk (Yellow),cm-expansion-5252,normal,,0.05,low,,,,,,,0.23,trend
Zealous Belting (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.37,trend
Zealous Belting (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.56,trend
Zealous Belting (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.08,trend
Zoom In (Blue),cm-expansion-5252,normal,,0.02,low,,,,,,,0.05,trend
Zoom In (Red),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Zoom In (Yellow),cm-expansion-5252,normal,,0.02,low,,,,,,,0.04,trend
Dawnblade,cm-expansion-5289,normal,,0.25,low,,,,,,,,
Dorinthea,cm-expansion-5289,normal,,0.25,low,,,,,,,,
Driving Blade (Blue),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Driving Blade (Red),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Driving Blade (Yellow),cm-expansion-5289,normal,,0.15,low,,,,,,,,
Flock of the Feather Walkers (Red),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Gallantry Gold,cm-expansion-5289,normal,,0.2,low,,,,,,,,
Hit and Run (Blue),cm-expansion-5289,normal,,0.02,low,,,,,,,0.02,trend
Hit and Run (Yellow),cm-expansion-5289,normal,,0.25,low,,,,,,,,
In the Swing (Blue),cm-expansion-5289,normal,,0.04,low,,,,,,,0.02,trend
In the Swing (Red),cm-expansion-5289,normal,,0.15,low,,,,,,,0.1,trend
Ironsong Response (Blue),cm-expansion-5289,normal,,0.02,low,,,,,,,0.02,trend
Ironsong Response (Red),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Ironsong Response (Yellow),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Nullrune Hood,cm-expansion-5289,normal,,0.18,low,,,,,,,0.2,trend
Nullrune Robe,cm-expansion-5289,normal,,0.13,low,,,,,,,0.22,trend
Out for Blood (Blue),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Out for Blood (Red),cm-expansion-5289,normal,,0.02,low,,,,,,,0.02,trend
Overpower (Blue),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Quicken,cm-expansion-5289,normal,,0.25,low,,,,,,,0.25,trend
Razor Reflex (Red),cm-expansion-5289,normal,,0.25,low,,,,,,,0.25,trend
Refraction Bolters,cm-expansion-5289,normal,,0.2,low,,,,,,,0.8,trend
Sink Below (Yellow),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Slice and Dice (Red),cm-expansion-5289,normal,,0.57,low,,,,,,,0.74,trend
Stroke of Foresight (Blue),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Stroke of Foresight (Red),cm-expansion-5289,normal,,0.25,low,,,,,,,,
Warrior's Valor (Red),cm-expansion-5289,normal,,0.36,low,,,,,,,0.4,trend
Bare Fangs (Red),cm-expansion-5290,normal,,0.02,low,,,,,,,,
Barkbone Strapping,cm-expansion-5290,normal,,0.25,low,,,,,,,,
Barraging Beatdown (Red),cm-expansion-5290,normal,,0.2,low,,,,,,,0.24,trend
Come to Fight (Blue),cm-expansion-5290,normal,,0.2,low,,,,,,,1,trend
Goliath Gauntlet,cm-expansion-5290,normal,,0.2,low,,,,,,,,
High Roller (Blue),cm-expansion-5290,normal,,0.2,low,,,,,,,0.02,trend
Nullrune Boots,cm-expansion-5290,normal,,0.5,low,,,,,,,0.66,trend
Nullrune Hood,cm-expansion-5290,normal,,0.75,low,,,,,,,0.69,trend
Pack Hunt (Red),cm-expansion-5290,normal,,0.2,low,,,,,,,,
Primeval Bellow (Blue),cm-expansion-5290,normal,,0.02,low,,,,,,,,
Pulping (Red),cm-expansion-5290,normal,,0.29,low,,,,,,,0.91,trend
Pummel (Blue),cm-expansion-5290,normal,,0.02,low,,,,,,,0.25,trend
Pummel (Yellow),cm-expansion-5290,normal,,0.25,low,,,,,,,0.25,trend
Rally the Rearguard (Red),cm-expansion-5290,normal,,0.02,low,,,,,,,,
Rhinar,cm-expansion-5290,normal,,0.1,low,,,,,,,,
Riled Up (Red),cm-expansion-5290,normal,,0.2,low,,,,,,,0.02,trend
Riled Up (Yellow),cm-expansion-5290,normal,,0.02,low,,,,,,,0.02,trend
Romping Club,cm-expansion-5290,normal,,0.25,low,,,,,,,0.02,trend
Savage Swing (Red),cm-expansion-5290,normal,,0.25,low,,,,,,,,
Savage Swing (Yellow),cm-expansion-5290,normal,,0.2,low,,,,,,,,
Smash Instinct (Red),cm-expansion-5290,normal,,0.25,low,,,,,,,,
Smash Instinct (Yellow),cm-expansion-5290,normal,,0.02,low,,,,,,,0.02,trend
Wild Ride (Red),cm-expansion-5290,normal,,0.02,low,,,,,,,0.02,trend
Wrecker Romp (Blue),cm-expansion-5290,normal,,0.02,low,,,,,,,0.02,trend
Wrecker Romp (Red),cm-expansion-5290,normal,,0.2,low,,,,,,,0.02,trend
Wrecker Romp (Yellow),cm-expansion-5290,normal,,0.25,low,,,,,,,0.02,trend
Anothos,cm-expansion-5291,normal,,0.02,low,,,,,,,0.02,trend
Bravo,cm-expansion-5291,normal,,0.02,low,,,,,,,0.02,trend
Cartilage Crush (Blue),cm-expansion-5291,normal,,0.02,low,,,,,,,,
Cartilage Crush (Red),cm-expansion-5291,normal,,0.02,low,,,,,,,,
Cartilage Crush (Yellow),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Chokeslam (Blue),cm-expansion-5291,normal,,0.05,low,,,,,,,0.05,trend
Crush Confidence (Red),cm-expansion-5291,normal,,0.02,low,,,,,,,,
Crush Confidence (Yellow),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Debilitate (Blue),cm-expansion-5291,normal,,0.02,low,,,,,,,0.02,trend
Debilitate (Red),cm-expansion-5291,normal,,0.02,low,,,,,,,,
Debilitate (Yellow),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Disable (Blue),cm-expansion-5291,normal,,0.9,low,,,,,,,1,trend
Emerging Dominance (Blue),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Goliath Gauntlet,cm-expansion-5291,normal,,0.2,low,,,,,,,,
Helm of Isen's Peak,cm-expansion-5291,normal,,0.2,low,,,,,,,,
Macho Grande (Blue),cm-expansion-5291,normal,,0.3,low,,,,,,,0.8,trend
Nullrune Boots,cm-expansion-5291,normal,,0.41,low,,,,,,,0.63,trend
Nullrune Robe,cm-expansion-5291,normal,,0.5,low,,,,,,,1,trend
Pummel (Blue),cm-expansion-5291,normal,,0.2,low,,,,,,,,
Rally the Rearguard (Blue),cm-expansion-5291,normal,,0.2,low,,,,,,,,
Seismic Surge // Seismic Surge,cm-expansion-5291,normal,,0.2,low,,,,,,,,
Sink Below (Red),cm-expansion-5291,normal,,1.13,low,,,,,,,2.19,trend
Sloggism (Blue),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Staunch Response (Blue),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Thump (Red),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Thunder Quake (Blue),cm-expansion-5291,normal,,0.54,low,,,,,,,0.23,trend
Unmovable (Blue),cm-expansion-5291,normal,,0.25,low,,,,,,,,
Aether Flare (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,0.1,trend
Aether Flare (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,0.1,trend
Aether Spindle (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,0.02,trend
Crucible of Aetherweave,cm-expansion-5292,normal,,0.02,low,,,,,,,0.3,trend
Emeritus Scolding (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,0.12,trend
Energy Potion,cm-expansion-5292,normal,,0.61,low,,,,,,,0.56,trend
Kano,cm-expansion-5292,normal,,0.02,low,,,,,,,,
Mage Master Boots,cm-expansion-5292,normal,,0.02,low,,,,,,,,
Nullrune Gloves,cm-expansion-5292,normal,,0.13,low,,,,,,,0.29,trend
Potion of Dejavu,cm-expansion-5292,normal,,0.27,low,,,,,,,0.41,trend
Pry (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Reverberate (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,0.02,trend
Reverberate (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Robe of Rapture,cm-expansion-5292,normal,,0.05,low,,,,,,,,
Scalding Rain (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,0.02,trend
Scalding Rain (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,0.02,trend
Scalding Rain (Yellow),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Talismanic Lens,cm-expansion-5292,normal,,0.05,low,,,,,,,,
Timekeeper's Whim (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,0.2,trend
Timekeeper's Whim (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,0.2,trend
Voltic Bolt (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Voltic Bolt (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Voltic Bolt (Yellow),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Whisper of the Oracle (Blue),cm-expansion-5292,normal,,0.1,low,,,,,,,0.25,trend
Zap (Blue),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Zap (Red),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Zap (Yellow),cm-expansion-5292,normal,,0.02,low,,,,,,,,
Achilles Accelerator,cm-expansion-5293,normal,,0.25,low,,,,,,,0.2,trend
Cognition Node,cm-expansion-5293,normal,,0.12,low,,,,,,,,
Combustible Courier (Blue),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Convection Amplifier,cm-expansion-5293,normal,,0.25,low,,,,,,,,
Dash,cm-expansion-5293,normal,,0.25,low,,,,,,,,
Deep Blue,cm-expansion-5293,normal,,0.25,low,,,,,,,,
Goliath Gauntlet,cm-expansion-5293,normal,,0.25,low,,,,,,,,
High Speed Impact (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Hyper Driver (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Nullrune Hood,cm-expansion-5293,normal,,0.5,low,,,,,,,0.4,trend
Over Loop (Blue),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Over Loop (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Over Loop (Yellow),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Payload (Blue),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Payload (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Payload (Yellow),cm-expansion-5293,normal,,0.25,low,,,,,,,1.19,trend
Pedal to the Metal (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Rotary Ram (Red),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Teklo Plasma Pistol,cm-expansion-5293,normal,,0.25,low,,,,,,,,
Throttle (Blue),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Throttle (Red),cm-expansion-5293,normal,,0.02,low,,,,,,,0.49,trend
Throttle (Yellow),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Zero to Sixty (Blue),cm-expansion-5293,normal,,0.02,low,,,,,,,,
Zero to Sixty (Red),cm-expansion-5293,normal,,0.02,low,,,,,,,,
Zipper Hit (Blue),cm-expansion-5293,normal,,0.02,low,,,,,,,,
Zipper Hit (Red),cm-expansion-5293,normal,,0.02,low,,,,,,,0.49,trend
Zipper Hit (Yellow),cm-expansion-5293,normal,,0.02,low,,,,,,,,
Zoom In (Blue),cm-expansion-5293,normal,,0.25,low,,,,,,,,
Amplify the Arknight (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Arcanic Crackle (Blue),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Arcanic Crackle (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Arcanic Ironweave,cm-expansion-5294,normal,,0.25,low,,,,,,,,
Belittle (Blue),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Belittle (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Bloodspill Invocation (Blue),cm-expansion-5294,normal,,0.15,low,,,,,,,,
Captain's Call (Red),cm-expansion-5294,normal,,0.12,low,,,,,,,0.15,trend
Come to Fight (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Crown of Dichotomy,cm-expansion-5294,normal,,0.25,low,,,,,,,,
Mauvrion Skies (Blue),cm-expansion-5294,normal,,0.18,low,,,,,,,0.2,trend
Meat and Greet (Blue),cm-expansion-5294,normal,,0.02,low,,,,,,,,
Meat and Greet (Red),cm-expansion-5294,normal,,0.02,low,,,,,,,,
Meat and Greet (Yellow),cm-expansion-5294,normal,,0.02,low,,,,,,,,
Minnowism (Blue),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Minnowism (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Nebula Blade,cm-expansion-5294,normal,,0.25,low,,,,,,,0.25,trend
Nullrune Gloves,cm-expansion-5294,normal,,0.37,low,,,,,,,0.86,trend
Read the Runes (Red),cm-expansion-5294,normal,,0.15,low,,,,,,,0.25,trend
Rune Flash (Red),cm-expansion-5294,normal,,0.2,low,,,,,,,,
Runechant,cm-expansion-5294,normal,,0.02,low,,,,,,,0.02,trend
Shrill of Skullform (Blue),cm-expansion-5294,normal,,0.02,low,,,,,,,0.02,trend
Shrill of Skullform (Red),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Shrill of Skullform (Yellow),cm-expansion-5294,normal,,0.15,low,,,,,,,,
Spellblade Assault (Yellow),cm-expansion-5294,normal,,0.25,low,,,,,,,,
Sutcliffe's Suede Hides,cm-expansion-5294,normal,,0.73,low,,,,,,,0.8,trend
Viserai,cm-expansion-5294,normal,,0.25,low,,,,,,,,
Agile Windup (Blue),cm-expansion-5672,normal,,2.99,low,,,,,,,3.76,trend
Agile Windup (Red),cm-expansion-5672,normal,,3.98,low,,,,,,,4.95,trend
Agile Windup (Yellow),cm-expansion-5672,normal,,7,low,,,,,,,4.5,trend
Bare Fangs (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Bare Fangs (Yellow),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Down But Not Out (Red),cm-expansion-5672,normal,,0.2,low,,,,,,,0.1,trend
Flat Trackers,cm-expansion-5672,normal,,0.02,low,,,,,,,,
Gauntlet of Might,cm-expansion-5672,normal,,0.02,low,,,,,,,,
Kayo,cm-expansion-5672,normal,,4,low,,,,,,,4.48,trend
Knucklehead,cm-expansion-5672,normal,,0.2,low,,,,,,,0.19,trend
Lead with Power (Blue),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Lead with Power (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Lead with Speed (Blue),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Lead with Speed (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Mighty Windup (Blue),cm-expansion-5672,normal,,0.02,low,,,,,,,0.05,trend
Mini Meataxe,cm-expansion-5672,normal,,0.2,low,,,,,,,,
Pack Call (Blue),cm-expansion-5672,normal,,0.19,low,,,,,,,,
Pack Call (Yellow),cm-expansion-5672,normal,,0.05,low,,,,,,,,
Rally the Rearguard (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Rally the Rearguard (Yellow),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Raw Meat,cm-expansion-5672,normal,,0.02,low,,,,,,,,
Rising Power (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Rising Power (Yellow),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Run into Trouble,cm-expansion-5672,normal,,0.25,low,,,,,,,,
Wild Ride (Red),cm-expansion-5672,normal,,0.02,low,,,,,,,,
Wild Ride (Yellow),cm-expansion-5672,normal,,0.02,low,,,,,,,0.05,trend
Agile Windup (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Agile Windup (Yellow),cm-expansion-5673,normal,,,,,,,,,,0.19,trend
Assault and Battery (Blue),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Assault and Battery (Red),cm-expansion-5673,normal,,0.08,low,,,,,,,,
Ball Breaker,cm-expansion-5673,normal,,0.1,low,,,,,,,0.1,trend
Bare Fangs (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Beast Mode (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Bonebreaker Bellow (Blue),cm-expansion-5673,normal,,0.88,low,,,,,,,1.11,trend
Bonebreaker Bellow (Red),cm-expansion-5673,normal,,0.6,low,,,,,,,1.49,trend
Bonebreaker Bellow (Yellow),cm-expansion-5673,normal,,0.6,low,,,,,,,2,trend
Flat Trackers,cm-expansion-5673,normal,,0.1,low,,,,,,,,
Gauntlet of Might,cm-expansion-5673,normal,,0.1,low,,,,,,,,
Lead with Power (Blue),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Lead with Speed (Blue),cm-expansion-5673,normal,,0.08,low,,,,,,,,
Mandible Claw,cm-expansion-5673,normal,,0.18,low,,,,,,,,
Mighty Windup (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Mighty Windup (Yellow),cm-expansion-5673,normal,,0.1,low,,,,,,,0.05,trend
Monstrous Veil,cm-expansion-5673,normal,,0.1,low,,,,,,,,
Pack Call (Yellow),cm-expansion-5673,normal,,0.18,low,,,,,,,0.19,trend
Pack Hunt (Blue),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Pack Hunt (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Pound Town (Blue),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Pound Town (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Raw Meat,cm-expansion-5673,normal,,0.1,low,,,,,,,,
Rawhide Rumble (Red),cm-expansion-5673,normal,,0.1,low,,,,,,,,
Rhinar,cm-expansion-5673,normal,,0.2,low,,,,,,,0.3,trend
Smashback Alehorn,cm-expansion-5673,normal,,0.1,low,,,,,,,0.05,trend
Betsy,cm-expansion-5674,normal,,0.4,low,,,,,,,0.57,trend
Big Bop (Blue),cm-expansion-5674,normal,,0.05,low,,,,,,,0.05,trend
Big Bop (Red),cm-expansion-5674,normal,,0.02,low,,,,,,,0.05,trend
Bigger Than Big (Blue),cm-expansion-5674,normal,,0.05,low,,,,,,,,
Bigger Than Big (Red),cm-expansion-5674,normal,,0.05,low,,,,,,,0.05,trend
Bloodied Oval,cm-expansion-5674,normal,,0.25,low,,,,,,,,
Command Respect (Blue),cm-expansion-5674,normal,,0.2,low,,,,,,,,
Command Respect (Red),cm-expansion-5674,normal,,0.2,low,,,,,,,,
Concuss (Blue),cm-expansion-5674,normal,,0.05,low,,,,,,,0.05,trend
Concuss (Red),cm-expansion-5674,normal,,0.05,low,,,,,,,0.05,trend
Gauntlet of Might,cm-expansion-5674,normal,,0.02,low,,,,,,,,
Good Time Chapeau,cm-expansion-5674,normal,,0.1,low,,,,,,,0.1,trend
High Riser,cm-expansion-5674,normal,,0.25,low,,,,,,,,
Lunging Press,cm-expansion-5674,normal,,0.02,low,,,,,,,0.05,trend
Money Where Ya Mouth Is (Blue),cm-expansion-5674,normal,,0.5,low,,,,,,,0.1,trend
Money Where Ya Mouth Is (Red),cm-expansion-5674,normal,,0.5,low,,,,,,,0.1,trend
Money Where Ya Mouth Is (Yellow),cm-expansion-5674,normal,,0.5,low,,,,,,,0.1,trend
Over the Top (Blue),cm-expansion-5674,normal,,0.05,low,,,,,,,,
Over the Top (Red),cm-expansion-5674,normal,,0.02,low,,,,,,,0.08,trend
Pint of Strong and Stout,cm-expansion-5674,normal,,0.2,low,,,,,,,,
Smack of Reality,cm-expansion-5674,normal,,0.1,low,,,,,,,0.4,trend
Stacked in Your Favor (Blue),cm-expansion-5674,normal,,0.05,low,,,,,,,,
Stand Ground,cm-expansion-5674,normal,,0.25,low,,,,,,,,
Vigor Girth,cm-expansion-5674,normal,,0.25,low,,,,,,,,
Wage Gold (Red),cm-expansion-5674,normal,,0.5,low,,,,,,,0.38,trend
Wage Might (Red),cm-expansion-5674,normal,,0.02,low,,,,,,,,
Wage Vigor (Red),cm-expansion-5674,normal,,0.2,low,,,,,,,,
Clash of Might (Blue),cm-expansion-5675,normal,,0.1,low,,,,,,,0.3,trend
Clash of Vigor (Blue),cm-expansion-5675,normal,,0.5,low,,,,,,,0.2,trend
Command Respect (Blue),cm-expansion-5675,normal,,0.15,low,,,,,,,0.05,trend
Command Respect (Red),cm-expansion-5675,normal,,0.15,low,,,,,,,,
Concuss (Blue),cm-expansion-5675,normal,,0.15,low,,,,,,,,
Concuss (Red),cm-expansion-5675,normal,,0.15,low,,,,,,,0.25,trend
Gauntlet of Might,cm-expansion-5675,normal,,0.25,low,,,,,,,,
Golden Glare,cm-expansion-5675,normal,,0.3,low,,,,,,,0.24,trend
Mighty Windup (Blue),cm-expansion-5675,normal,,0.25,low,,,,,,,,
Mighty Windup (Yellow),cm-expansion-5675,normal,,0.25,low,,,,,,,,
Miller's Grindstone,cm-expansion-5675,normal,,0.2,low,,,,,,,0.28,trend
Performance Bonus (Blue),cm-expansion-5675,normal,,0.05,low,,,,,,,0.15,trend
Performance Bonus (Yellow),cm-expansion-5675,normal,,0.25,low,,,,,,,,
Rally the Rearguard (Red),cm-expansion-5675,normal,,0.02,low,,,,,,,,
Rally the Rearguard (Yellow),cm-expansion-5675,normal,,0.25,low,,,,,,,,
Stand Ground,cm-expansion-5675,normal,,0.25,low,,,,,,,,
Stonewall Impasse,cm-expansion-5675,normal,,0.25,low,,,,,,,,
Test of Might,cm-expansion-5675,normal,,0.05,low,,,,,,,0.21,trend
Test of Strength,cm-expansion-5675,normal,,,,,,,,,,0.5,trend
Test of Vigor,cm-expansion-5675,normal,,0.5,low,,,,,,,0.18,trend
Thunk (Blue),cm-expansion-5675,normal,,,,,,,,,,2.51,trend
Thunk (Red),cm-expansion-5675,normal,,0.25,low,,,,,,,0.17,trend
Thunk (Yellow),cm-expansion-5675,normal,,0.25,low,,,,,,,0.14,trend
Victor Goldmane,cm-expansion-5675,normal,,0.75,low,,,,,,,1.15,trend
Vigor Girth,cm-expansion-5675,normal,,0.25,low,,,,,,,,
Wallop (Blue),cm-expansion-5675,normal,,0.15,low,,,,,,,,
Wallop (Yellow),cm-expansion-5675,normal,,0.15,low,,,,,,,,
Agile Engagement (Blue),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Agile Engagement (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Beckon Applause,cm-expansion-5676,normal,,0.25,low,,,,,,,,
Cintari Saber,cm-expansion-5676,normal,,0.25,low,,,,,,,,
Cut the Deck (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,0.24,trend
Draw Swords (Blue),cm-expansion-5676,normal,,1.5,low,,,,,,,1,trend
Draw Swords (Red),cm-expansion-5676,normal,,2.5,low,,,,,,,3.82,trend
Draw Swords (Yellow),cm-expansion-5676,normal,,1,low,,,,,,,1.09,trend
Engaged Swiftblade (Blue),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Engaged Swiftblade (Yellow),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Fatal Engagement (Yellow),cm-expansion-5676,normal,,0.5,low,,,,,,,,
Flat Trackers,cm-expansion-5676,normal,,0.25,low,,,,,,,,
Goblet of Bloodrun Wine,cm-expansion-5676,normal,,0.25,low,,,,,,,,
Hood of Red Sand,cm-expansion-5676,normal,,0.5,low,,,,,,,0.2,trend
Hot Streak,cm-expansion-5676,normal,,0.25,low,,,,,,,0.2,trend
Kassai,cm-expansion-5676,normal,,1.99,low,,,,,,,1.85,trend
Lead with Speed (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Lead with Speed (Yellow),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Performance Bonus (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Rising Energy (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Rising Speed (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Take it on the Chin,cm-expansion-5676,normal,,,,,,,,,,0.5,trend
Trade In (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Trade In (Yellow),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Vigor Girth,cm-expansion-5676,normal,,0.25,low,,,,,,,,
Vigorous Engagement (Blue),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Vigorous Engagement (Red),cm-expansion-5676,normal,,0.25,low,,,,,,,,
Agile Engagement (Blue),cm-expansion-5677,normal,,0.25,low,,,,,,,,
Agile Engagement (Red),cm-expansion-5677,normal,,0.25,low,,,,,,,,
Beckon Applause,cm-expansion-5677,normal,,0.15,low,,,,,,,,
Cintari Saber,cm-expansion-5677,normal,,0.25,low,,,,,,,,
Cut the Deck (Blue),cm-expansion-5677,normal,,0.3,low,,,,,,,,
Edge Ahead (Blue),cm-expansion-5677,normal,,1.99,low,,,,,,,2,trend
Edge Ahead (Red),cm-expansion-5677,normal,,1.22,low,,,,,,,2.05,trend
Edge Ahead (Yellow),cm-expansion-5677,normal,,1,low,,,,,,,1.78,trend
