# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Rising Resentment (Yellow),Uprising,normal,UPR076,+150.0%,listing/low,,,,,,
Ronin Renegade (Blue),Uprising,normal,UPR080,+100.0%,listing/low,,,,,,
Ronin Renegade (Red),Uprising,normal,UPR078,+300.0%,listing/low,,,,,,
Ronin Renegade (Yellow),Uprising,normal,UPR079,+150.0%,listing/low,,,,,,
Sand Cover (Blue),Uprising,normal,UPR041,+100.0%,listing/low,,,,,,
Sand Cover (Red),Uprising,normal,UPR039,+300.0%,listing/low,,,,,,
Sand Cover (Yellow),Uprising,normal,UPR040,+150.0%,listing/low,,,,,,
Sash of Sandikai,Uprising,normal,UPR085,+100.0%,listing/low,,,,,,
Scar for a Scar (Blue),Uprising,normal,UPR211,-50.0%,listing/low,,,,,,
Scar for a Scar (Red),Uprising,normal,UPR209,+400.0%,listing/low,,,,,,
Scar for a Scar (Yellow),Uprising,normal,UPR210,+100.0%,listing/low,,,,,,
Searing Touch,Uprising,normal,UPR099,-50.0%,listing/low,,,,,,
Semblance,Uprising,normal,UPR154,+450.0%,listing/low,,,,,,
Sift (Blue),Uprising,normal,UPR199,+150.0%,listing/low,,,,,,
Sift (Red),Uprising,normal,UPR197,+400.0%,listing/low,,,,,,
Sift (Yellow),Uprising,normal,UPR198,+200.0%,listing/low,,,,,,
Sigil of Permafrost (Blue),Uprising,normal,UPR108,+100.0%,listing/low,,,,,,
Sigil of Permafrost (Red),Uprising,normal,UPR106,+100.0%,listing/low,,,,,,
Sigil of Permafrost (Yellow),Uprising,normal,UPR107,+150.0%,listing/low,,,,,,
Sigil of Protection (Blue),Uprising,normal,UPR220,-50.0%,listing/low,,,,,,
Sigil of Protection (Red),Uprising,normal,UPR218,+150.0%,listing/low,,,,,,
Sigil of Protection (Yellow),Uprising,normal,UPR219,+0.0%,listing/low,,,,,,
Silent Stilettos,Uprising,normal,UPR152,+150.0%,listing/low,,,,,,
Silken Form,Uprising,normal,UPR004,+150.0%,listing/low,,,,,,
Singe (Blue),Uprising,normal,UPR181,+150.0%,listing/low,,,,,,
Singe (Red),Uprising,normal,UPR179,+150.0%,listing/low,,,,,,
Singe (Yellow),Uprising,normal,UPR180,+50.0%,listing/low,,,,,,
Skittering Sands (Blue),Uprising,normal,UPR038,+100.0%,listing/low,,,,,,
Skittering Sands (Red),Uprising,normal,UPR036,+100.0%,listing/low,,,,,,
Skittering Sands (Yellow),Uprising,normal,UPR037,-50.0%,listing/low,,,,,,
Soaring Strike (Blue),Uprising,normal,UPR083,+0.0%,listing/low,,,,,,
Soaring Strike (Red),Uprising,normal,UPR081,+200.0%,listing/low,,,,,,
Soaring Strike (Yellow),Uprising,normal,UPR082,+0.0%,listing/low,,,,,,
Spellfire Cloak,Uprising,normal,UPR167,+350.0%,listing/low,,,,,,
Spreading Flames,Uprising,normal,UPR049,+57.9%,listing/low,,,,,,
Stoke the Flames,Uprising,normal,UPR100,-50.0%,listing/low,,,,,,
Strategic Planning (Blue),Uprising,normal,UPR202,-50.0%,listing/low,,,,,,
Strategic Planning (Red),Uprising,normal,UPR200,+100.0%,listing/low,,,,,,
Strategic Planning (Yellow),Uprising,normal,UPR201,,,,,,,,
Succumb to Winter (Blue),Uprising,normal,UPR112,+150.0%,listing/low,,,,,,
Succumb to Winter (Red),Uprising,normal,UPR110,+100.0%,listing/low,,,,,,
Succumb to Winter (Yellow),Uprising,normal,UPR111,+0.0%,listing/low,,,,,,
Sweeping Blow (Blue),Uprising,normal,UPR032,-50.0%,listing/low,,,,,,
Sweeping Blow (Red),Uprising,normal,UPR030,+150.0%,listing/low,,,,,,
Sweeping Blow (Yellow),Uprising,normal,UPR031,-50.0%,listing/low,,,,,,
Take the Tempo,Uprising,normal,UPR161,+44.6%,listing/low,,,,,,
That All You Got?,Uprising,normal,UPR189,-62.5%,listing/low,,,,,,
Thaw,Uprising,normal,UPR086,+36.4%,listing/low,,,,,,
Tide Flippers,Uprising,normal,UPR159,+150.0%,listing/low,,,,,,
Tome of Duplicity,Uprising,normal,UPR168,+350.0%,listing/low,,,,,,
Tome of Firebrand,Uprising,normal,UPR089,+650.0%,listing/low,,,,,,
Trade In (Blue),Uprising,normal,UPR214,-50.0%,listing/low,,,,,,
Trade In (Red),Uprising,normal,UPR212,-50.0%,listing/low,,,,,,
Trade In (Yellow),Uprising,normal,UPR213,-50.0%,listing/low,,,,,,
Transmogrify (Blue),Uprising,normal,UPR157,-50.0%,listing/low,,,,,,
Transmogrify (Red),Uprising,normal,UPR155,+50.0%,listing/low,,,,,,
Transmogrify (Yellow),Uprising,normal,UPR156,-50.0%,listing/low,,,,,,
Uprising,Uprising,normal,UPR088,+81.8%,listing/low,,,,,,
Vipox,Uprising,normal,UPR188,-8.7%,listing/low,,,,,,
Alpha Rampage,Classic Battles: Rhinar vs Dorinthea,normal,,+360.0%,listing/low,,,,,,
Blade Flash,Classic Battles: Rhinar vs Dorinthea,normal,,+316.7%,listing/low,,,,,,
Chief Ruk'utan,Classic Battles: Rhinar vs Dorinthea,normal,,+314.3%,listing/low,,,,,,
Clearing Bellow,Classic Battles: Rhinar vs Dorinthea,normal,,+337.5%,listing/low,,,,,,
Dodge,Classic Battles: Rhinar vs Dorinthea,normal,,+50.0%,listing/low,,,,,,
En Garde,Classic Battles: Rhinar vs Dorinthea,normal,,+650.0%,listing/low,,,,,,
Glistening Steelblade,Classic Battles: Rhinar vs Dorinthea,normal,,+143.8%,listing/low,,,,,,
Hala Goldenhelm,Classic Battles: Rhinar vs Dorinthea,normal,,+240.0%,listing/low,,,,,,
Muscle Mutt,Classic Battles: Rhinar vs Dorinthea,normal,,+500.0%,listing/low,,,,,,
On a Knife Edge,Classic Battles: Rhinar vs Dorinthea,normal,,+150.0%,listing/low,,,,,,
Pack Call,Classic Battles: Rhinar vs Dorinthea,normal,,+500.0%,listing/low,,,,,,
Quicken,Classic Battles: Rhinar vs Dorinthea,normal,,+150.0%,listing/low,,,,,,
Run Through,Classic Battles: Rhinar vs Dorinthea,normal,,+148.7%,listing/low,,,,,,
Thrust,Classic Battles: Rhinar vs Dorinthea,normal,,+216.7%,listing/low,,,,,,
Toughen Up,Classic Battles: Rhinar vs Dorinthea,normal,,+45.5%,listing/low,,,,,,
Visit the Blacksmith,Classic Battles: Rhinar vs Dorinthea,normal,,+180.0%,listing/low,,,,,,
Wrecking Ball,Classic Battles: Rhinar vs Dorinthea,normal,,+180.0%,listing/low,,,,,,
Aether Wildfire,Everfest,normal,EVR123,+421.1%,listing/low,,,,,,
Amulet of Assertiveness,Everfest,normal,EVR176,-50.0%,listing/low,,,,,,
Amulet of Echoes,Everfest,normal,EVR177,+22.2%,listing/low,,,,,,
Amulet of Havencall,Everfest,normal,EVR178,-50.0%,listing/low,,,,,,
Amulet of Ignition,Everfest,normal,EVR179,-50.0%,listing/low,,,,,,
Amulet of Intervention,Everfest,normal,EVR180,+50.0%,listing/low,,,,,,
Amulet of Oblation,Everfest,normal,EVR181,+0.0%,listing/low,,,,,,
Arcane Lantern,Everfest,normal,EVR155,-47.9%,listing/low,,,,,,
Arcanite Skullcap,Everfest,normal,EVR154,-20.9%,listing/low,,,,,,
Bad Beats (Blue),Everfest,normal,EVR016,-50.0%,listing/low,,,,,,
Bad Beats (Red),Everfest,normal,EVR014,-50.0%,listing/low,,,,,,
Bad Beats (Yellow),Everfest,normal,EVR015,-50.0%,listing/low,,,,,,
Bare Fangs (Blue),Everfest,normal,EVR010,-50.0%,listing/low,,,,,,
Bare Fangs (Red),Everfest,normal,EVR008,+150.0%,listing/low,,,,,,
Bare Fangs (Yellow),Everfest,normal,EVR009,+50.0%,listing/low,,,,,,
Battering Bolt,Everfest,normal,EVR088,+37.9%,listing/low,,,,,,
Bingo,Everfest,normal,EVR156,-44.4%,listing/low,,,,,,
Blade Runner (Blue),Everfest,normal,EVR062,+300.0%,listing/low,,,,,,
Blade Runner (Red),Everfest,normal,EVR060,+300.0%,listing/low,,,,,,
Blade Runner (Yellow),Everfest,normal,EVR061,+300.0%,listing/low,,,,,,
Blood on Her Hands,Everfest,normal,EVR055,+44.1%,listing/low,,,,,,
"Bravo, Star of the Show",Everfest,normal,EVR017,,,,,,,,
Break Tide,Everfest,normal,EVR038,+193.1%,listing/low,,,,,,
Cash Out,Everfest,normal,EVR158,+90.9%,listing/low,,,,,,
Clarity Potion,Everfest,normal,EVR182,+250.0%,listing/low,,,,,,
Coalescence Mirage (Blue),Everfest,normal,EVR146,-50.0%,listing/low,,,,,,
Coalescence Mirage (Red),Everfest,normal,EVR144,-50.0%,listing/low,,,,,,
Coalescence Mirage (Yellow),Everfest,normal,EVR145,+50.0%,listing/low,,,,,,
Copper,Everfest,normal,EVR194,-50.0%,listing/low,,,,,,
Crown of Reflection,Everfest,normal,EVR137,+47.1%,listing/low,,,,,,
Dissolution Sphere,Everfest,normal,EVR069,-45.5%,listing/low,,,,,,
Dreadbore,Everfest,normal,EVR087,-21.7%,listing/low,,,,,,
Drowning Dire (Blue),Everfest,normal,EVR112,,,,,,,,
Drowning Dire (Red),Everfest,normal,EVR110,-50.0%,listing/low,,,,,,
Drowning Dire (Yellow),Everfest,normal,EVR111,-50.0%,listing/low,,,,,,
Earthlore Bounty,Everfest,normal,EVR020,-43.6%,listing/low,,,,,,
Emeritus Scolding (Blue),Everfest,normal,EVR127,+1180.0%,listing/low,,,,,,
Emeritus Scolding (Red),Everfest,normal,EVR125,+1150.0%,listing/low,,,,,,
Emeritus Scolding (Yellow),Everfest,normal,EVR126,+350.0%,listing/low,,,,,,
Even Bigger Than That! (Blue),Everfest,normal,EVR175,+400.0%,listing/low,,,,,,
Even Bigger Than That! (Red),Everfest,normal,EVR173,+127.3%,listing/low,,,,,,
Even Bigger Than That! (Yellow),Everfest,normal,EVR174,-50.0%,listing/low,,,,,,
Fatigue Shot (Blue),Everfest,normal,EVR096,-50.0%,listing/low,,,,,,
Fatigue Shot (Red),Everfest,normal,EVR094,+400.0%,listing/low,,,,,,
Fatigue Shot (Yellow),Everfest,normal,EVR095,+150.0%,listing/low,,,,,,
Firebreathing,Everfest,normal,EVR157,-21.7%,listing/low,,,,,,
Fractal Replication,Everfest,normal,EVR138,+635.0%,listing/low,,,,,,
Frostbite,Everfest,normal,EVR197,+650.0%,listing/low,,,,,,
Genis Wotchuneed,Everfest,normal,EVR085,+350.0%,listing/low,,,,,,
Haze Bending,Everfest,normal,EVR141,+733.3%,listing/low,,,,,,
Healing Potion,Everfest,normal,EVR183,+218.2%,listing/low,,,,,,
Helm of Sharp Eye,Everfest,normal,EVR053,+78.6%,listing/low,,,,,,
High Roller (Blue),Everfest,normal,EVR007,+100.0%,listing/low,,,,,,
High Roller (Red),Everfest,normal,EVR005,-50.0%,listing/low,,,,,,
High Roller (Yellow),Everfest,normal,EVR006,-50.0%,listing/low,,,,,,
High Striker (Blue),Everfest,normal,EVR166,-50.0%,listing/low,,,,,,
High Striker (Red),Everfest,normal,EVR164,+100.0%,listing/low,,,,,,
High Striker (Yellow),Everfest,normal,EVR165,+50.0%,listing/low,,,,,,
Hundred Winds (Blue),Everfest,normal,EVR043,,,,,,,,
Hundred Winds (Red),Everfest,normal,EVR041,+866.7%,listing/low,,,,,,
Hundred Winds (Yellow),Everfest,normal,EVR042,+350.0%,listing/low,,,,,,
Imposing Visage,Everfest,normal,EVR022,-21.5%,listing/low,,,,,,
In the Swing (Blue),Everfest,normal,EVR065,-50.0%,listing/low,,,,,,
In the Swing (Red),Everfest,normal,EVR063,+300.0%,listing/low,,,,,,
In the Swing (Yellow),Everfest,normal,EVR064,-50.0%,listing/low,,,,,,
Iyslander,Everfest,normal,EVR120,-83.3%,listing/low,,,,,,
Knick Knack Bric-a-brac,Everfest,normal,EVR159,-47.8%,listing/low,,,,,,
Kraken's Aethervein,Everfest,normal,EVR121,+40.0%,listing/low,,,,,,
Life of the Party (Blue),Everfest,normal,EVR163,-50.0%,listing/low,,,,,,
Life of the Party (Red),Everfest,normal,EVR161,+250.0%,listing/low,,,,,,
Life of the Party (Yellow),Everfest,normal,EVR162,+100.0%,listing/low,,,,,,
Macho Grande (Blue),Everfest,normal,EVR029,+400.0%,listing/low,,,,,,
Macho Grande (Red),Everfest,normal,EVR027,+0.0%,listing/low,,,,,,
Macho Grande (Yellow),Everfest,normal,EVR028,-50.0%,listing/low,,,,,,
Mask of the Pouncing Lynx,Everfest,normal,EVR037,-5.9%,listing/low,,,,,,
Micro-processor,Everfest,normal,EVR070,+227.3%,listing/low,,,,,,
Miraging Metamorph,Everfest,normal,EVR139,+4.6%,listing/low,,,,,,
Nerves of Steel,Everfest,normal,EVR023,-52.6%,listing/low,,,,,,
Oath of Steel,Everfest,normal,EVR056,-3.2%,listing/low,,,,,,
Outland Skirmish (Blue),Everfest,normal,EVR068,+0.0%,listing/low,,,,,,
Outland Skirmish (Red),Everfest,normal,EVR066,,,,,,,,
Outland Skirmish (Yellow),Everfest,normal,EVR067,-50.0%,listing/low,,,,,,
Passing Mirage,Everfest,normal,EVR142,+18.3%,listing/low,,,,,,
Payload (Blue),Everfest,normal,EVR078,-50.0%,listing/low,,,,,,
Payload (Red),Everfest,normal,EVR076,-50.0%,listing/low,,,,,,
Payload (Yellow),Everfest,normal,EVR077,-50.0%,listing/low,,,,,,
Phantasmal Haze (Blue),Everfest,normal,EVR149,-50.0%,listing/low,,,,,,
Phantasmal Haze (Red),Everfest,normal,EVR147,-50.0%,listing/low,,,,,,
Phantasmal Haze (Yellow),Everfest,normal,EVR148,-50.0%,listing/low,,,,,,
"Pick a Card, Any Card (Blue)",Everfest,normal,EVR169,-50.0%,listing/low,,,,,,
"Pick a Card, Any Card (Red)",Everfest,normal,EVR167,+100.0%,listing/low,,,,,,
"Pick a Card, Any Card (Yellow)",Everfest,normal,EVR168,+150.0%,listing/low,,,,,,
Pierce Reality,Everfest,normal,EVR143,+1200.0%,listing/low,,,,,,
Potion of Déjà Vu,Everfest,normal,EVR185,+650.0%,listing/low,,,,,,
Potion of Ironhide,Everfest,normal,EVR186,-50.0%,listing/low,,,,,,
Potion of Luck,Everfest,normal,EVR187,+100.0%,listing/low,,,,,,
Potion of Seeing,Everfest,normal,EVR184,-50.0%,listing/low,,,,,,
Pry (Blue),Everfest,normal,EVR130,-50.0%,listing/low,,,,,,
Pry (Red),Everfest,normal,EVR128,-50.0%,listing/low,,,,,,
Pry (Yellow),Everfest,normal,EVR129,-50.0%,listing/low,,,,,,
Pulverize,Everfest,normal,EVR021,+38.6%,listing/low,,,,,,
Pyroglyphic Protection (Blue),Everfest,normal,EVR133,-50.0%,listing/low,,,,,,
Pyroglyphic Protection (Red),Everfest,normal,EVR131,-50.0%,listing/low,,,,,,
Pyroglyphic Protection (Yellow),Everfest,normal,EVR132,-50.0%,listing/low,,,,,,
Quicken,Everfest,normal,EVR196,-50.0%,listing/low,,,,,,
Rain Razors,Everfest,normal,EVR090,-21.3%,listing/low,,,,,,
Read the Glide Path (Blue),Everfest,normal,EVR102,-50.0%,listing/low,,,,,,
Read the Glide Path (Red),Everfest,normal,EVR100,+400.0%,listing/low,,,,,,
Read the Glide Path (Yellow),Everfest,normal,EVR101,-50.0%,listing/low,,,,,,
Ready to Roll,Everfest,normal,EVR003,+43.8%,listing/low,,,,,,
Reek of Corruption (Blue),Everfest,normal,EVR115,-50.0%,listing/low,,,,,,
Reek of Corruption (Red),Everfest,normal,EVR113,-50.0%,listing/low,,,,,,
Reek of Corruption (Yellow),Everfest,normal,EVR114,-50.0%,listing/low,,,,,,
Release the Tension (Blue),Everfest,normal,EVR093,-50.0%,listing/low,,,,,,
Release the Tension (Red),Everfest,normal,EVR091,+333.3%,listing/low,,,,,,
Release the Tension (Yellow),Everfest,normal,EVR092,-50.0%,listing/low,,,,,,
Revel in Runeblood,Everfest,normal,EVR106,+4.9%,listing/low,,,,,,
Ride the Tailwind (Blue),Everfest,normal,EVR046,-50.0%,listing/low,,,,,,
Ride the Tailwind (Red),Everfest,normal,EVR044,-50.0%,listing/low,,,,,,
Ride the Tailwind (Yellow),Everfest,normal,EVR045,+100.0%,listing/low,,,,,,
Rolling Thunder,Everfest,normal,EVR004,,,,,,,,
Rotary Ram (Blue),Everfest,normal,EVR084,-50.0%,listing/low,,,,,,
Rotary Ram (Red),Everfest,normal,EVR082,-50.0%,listing/low,,,,,,
Rotary Ram (Yellow),Everfest,normal,EVR083,-50.0%,listing/low,,,,,,
Runeblood Incantation (Blue),Everfest,normal,EVR109,-50.0%,listing/low,,,,,,
Runeblood Incantation (Red),Everfest,normal,EVR107,+29.8%,listing/low,,,,,,
Runeblood Incantation (Yellow),Everfest,normal,EVR108,+100.0%,listing/low,,,,,,
Runechant,Everfest,normal,EVR119,-50.0%,listing/low,,,,,,
Runic Reclamation,Everfest,normal,EVR104,-53.1%,listing/low,,,,,,
Scour,Everfest,normal,EVR124,+135.7%,listing/low,,,,,,
Seismic Stir (Blue),Everfest,normal,EVR032,-50.0%,listing/low,,,,,,
Seismic Stir (Red),Everfest,normal,EVR030,+150.0%,listing/low,,,,,,
Seismic Stir (Yellow),Everfest,normal,EVR031,-50.0%,listing/low,,,,,,
Seismic Surge,Everfest,normal,EVR036,-50.0%,listing/low,,,,,,
Shatter,Everfest,normal,EVR054,+283.3%,listing/low,,,,,,
Shimmers of Silver,Everfest,normal,EVR140,+13.5%,listing/low,,,,,,
Shrill of Skullform (Blue),Everfest,normal,EVR118,+50.0%,listing/low,,,,,,
Shrill of Skullform (Red),Everfest,normal,EVR116,-50.0%,listing/low,,,,,,
Shrill of Skullform (Yellow),Everfest,normal,EVR117,,,,,,,,
Sigil of Parapets,Everfest,normal,EVR122,+81.8%,listing/low,,,,,,
Signal Jammer,Everfest,normal,EVR071,+8.7%,listing/low,,,,,,
Silver,Everfest,normal,EVR195,-50.0%,listing/low,,,,,,
Skull Crushers,Everfest,normal,EVR001,+127.3%,listing/low,,,,,,
Slice and Dice (Blue),Everfest,normal,EVR059,+250.0%,listing/low,,,,,,
Slice and Dice (Red),Everfest,normal,EVR057,+700.0%,listing/low,,,,,,
Slice and Dice (Yellow),Everfest,normal,EVR058,+600.0%,listing/low,,,,,,
Smashing Good Time (Blue),Everfest,normal,EVR172,+0.0%,listing/low,,,,,,
Smashing Good Time (Red),Everfest,normal,EVR170,+0.0%,listing/low,,,,,,
Smashing Good Time (Yellow),Everfest,normal,EVR171,-50.0%,listing/low,,,,,,
Spectral Shield,Everfest,normal,EVR153,+400.0%,listing/low,,,,,,
Spring Tidings,Everfest,normal,EVR039,-24.2%,listing/low,,,,,,
Steadfast (Blue),Everfest,normal,EVR035,-50.0%,listing/low,,,,,,
Steadfast (Red),Everfest,normal,EVR033,+400.0%,listing/low,,,,,,
Steadfast (Yellow),Everfest,normal,EVR034,-50.0%,listing/low,,,,,,
Swarming Gloomveil,Everfest,normal,EVR105,+4.5%,listing/low,,,,,,
Swing Big,Everfest,normal,EVR002,-6.3%,listing/low,,,,,,
T-Bone (Blue),Everfest,normal,EVR075,+71.9%,listing/low,,,,,,
T-Bone (Red),Everfest,normal,EVR073,,,,,,,,
T-Bone (Yellow),Everfest,normal,EVR074,+200.0%,listing/low,,,,,,
Talisman of Balance,Everfest,normal,EVR188,+50.0%,listing/low,,,,,,
Talisman of Cremation,Everfest,normal,EVR189,-50.0%,listing/low,,,,,,
Talisman of Featherfoot,Everfest,normal,EVR190,-50.0%,listing/low,,,,,,
Talisman of Recompense,Everfest,normal,EVR191,+150.0%,listing/low,,,,,,
Talisman of Tithes,Everfest,normal,EVR192,+0.0%,listing/low,,,,,,
Talisman of Warfare,Everfest,normal,EVR193,-50.0%,listing/low,,,,,,
Teklo Pounder,Everfest,normal,EVR072,+31.0%,listing/low,,,,,,
This Round's on Me,Everfest,normal,EVR160,-25.0%,listing/low,,,,,,
Thunder Quake (Blue),Everfest,normal,EVR026,+633.3%,listing/low,,,,,,
Thunder Quake (Red),Everfest,normal,EVR024,+200.0%,listing/low,,,,,,
Thunder Quake (Yellow),Everfest,normal,EVR025,-50.0%,listing/low,,,,,,
Timekeeper's Whim (Blue),Everfest,normal,EVR136,-50.0%,listing/low,,,,,,
Timekeeper's Whim (Red),Everfest,normal,EVR134,-50.0%,listing/low,,,,,,
Timekeeper's Whim (Yellow),Everfest,normal,EVR135,-50.0%,listing/low,,,,,,
Timidity Point (Blue),Everfest,normal,EVR099,-50.0%,listing/low,,,,,,
Timidity Point (Red),Everfest,normal,EVR097,-50.0%,listing/low,,,,,,
Timidity Point (Yellow),Everfest,normal,EVR098,-50.0%,listing/low,,,,,,
Tri-shot,Everfest,normal,EVR089,-24.6%,listing/low,,,,,,
Twin Twisters (Blue),Everfest,normal,EVR049,+0.0%,listing/low,,,,,,
Twin Twisters (Red),Everfest,normal,EVR047,-50.0%,listing/low,,,,,,
Twin Twisters (Yellow),Everfest,normal,EVR048,-50.0%,listing/low,,,,,,
Valda Brightaxe,Everfest,normal,EVR019,+0.0%,listing/low,,,,,,
Veiled Intentions (Blue),Everfest,normal,EVR152,-50.0%,listing/low,,,,,,
Veiled Intentions (Red),Everfest,normal,EVR150,-50.0%,listing/low,,,,,,
Veiled Intentions (Yellow),Everfest,normal,EVR151,-50.0%,listing/low,,,,,,
Vexing Quillhand,Everfest,normal,EVR103,-50.3%,listing/low,,,,,,
Wax On (Blue),Everfest,normal,EVR052,-50.0%,listing/low,,,,,,
Wax On (Red),Everfest,normal,EVR050,+450.0%,listing/low,,,,,,
Wax On (Yellow),Everfest,normal,EVR051,+150.0%,listing/low,,,,,,
Wild Ride (Blue),Everfest,normal,EVR013,-50.0%,listing/low,,,,,,
Wild Ride (Red),Everfest,normal,EVR011,+250.0%,listing/low,,,,,,
Wild Ride (Yellow),Everfest,normal,EVR012,-50.0%,listing/low,,,,,,
Winds of Eternity,Everfest,normal,EVR040,-40.5%,listing/low,,,,,,
Zoom In (Blue),Everfest,normal,EVR081,-50.0%,listing/low,,,,,,
Zoom In (Red),Everfest,normal,EVR079,+150.0%,listing/low,,,,,,
Zoom In (Yellow),Everfest,normal,EVR080,+50.0%,listing/low,,,,,,
Amulet of Earth,Blitz Deck: Tales of Aria - Briar,normal,,+66.7%,listing/low,,,,,,
Autumn's Touch (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Bramble Spark (Blue),Blitz Deck: Tales of Aria - Briar,normal,,+550.0%,listing/low,,,,,,
Bramble Spark (Red),Blitz Deck: Tales of Aria - Briar,normal,,+1300.0%,listing/low,,,,,,
Burgeoning (Red),Blitz Deck: Tales of Aria - Briar,normal,,+66.7%,listing/low,,,,,,
Earthlore Surge (Blue),Blitz Deck: Tales of Aria - Briar,normal,,+316.7%,listing/low,,,,,,
Earthlore Surge (Red),Blitz Deck: Tales of Aria - Briar,normal,,+316.7%,listing/low,,,,,,
Electrify (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Embodiment of Lightning // Embodiment of Earth,Blitz Deck: Tales of Aria - Briar,normal,,+3550.0%,listing/low,,,,,,
Entwine Earth (Red),Blitz Deck: Tales of Aria - Briar,normal,,+650.0%,listing/low,,,,,,
Entwine Lightning (Red),Blitz Deck: Tales of Aria - Briar,normal,,+555.6%,listing/low,,,,,,
Evergreen (Red),Blitz Deck: Tales of Aria - Briar,normal,,+364.7%,listing/low,,,,,,
Explosive Growth (Red),Blitz Deck: Tales of Aria - Briar,normal,,+316.7%,listing/low,,,,,,
Flash (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+233.3%,listing/low,,,,,,
Heartened Cross Strap,Blitz Deck: Tales of Aria - Briar,normal,,+1650.0%,listing/low,,,,,,
Ironrot Gauntlet,Blitz Deck: Tales of Aria - Briar,normal,,+1150.0%,listing/low,,,,,,
Lightning Surge (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Plume of Evergrowth,Blitz Deck: Tales of Aria - Briar,normal,,+3033.3%,listing/low,,,,,,
Rites of Lightning (Red),Blitz Deck: Tales of Aria - Briar,normal,,+206.3%,listing/low,,,,,,
Rites of Replenishment (Blue),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Rites of Replenishment (Red),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Rosetta Thorn,Blitz Deck: Tales of Aria - Briar,normal,,+16.9%,listing/low,,,,,,
Sow Tomorrow (Blue),Blitz Deck: Tales of Aria - Briar,normal,,+2566.7%,listing/low,,,,,,
Sow Tomorrow (Red),Blitz Deck: Tales of Aria - Briar,normal,,+650.0%,listing/low,,,,,,
Stir the Wildwood (Red),Blitz Deck: Tales of Aria - Briar,normal,,+1100.0%,listing/low,,,,,,
Stir the Wildwood (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+400.0%,listing/low,,,,,,
Summerwood Shelter (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,+650.0%,listing/low,,,,,,
Sutcliffe's Suede Hides,Blitz Deck: Tales of Aria - Briar,normal,,+2600.0%,listing/low,,,,,,
Weave Earth (Red),Blitz Deck: Tales of Aria - Briar,normal,,+163.6%,listing/low,,,,,,
Adrenaline Rush (Blue),Monarch,normal,MON265,-50.0%,listing/low,,,,,,
Adrenaline Rush (Red),Monarch,normal,MON263,+0.0%,listing/low,,,,,,
Adrenaline Rush (Yellow),Monarch,normal,MON264,-50.0%,listing/low,,,,,,
Aether Ironweave,Monarch,normal,MON230,+150.0%,listing/low,,,,,,
Arc Light Sentinel,Monarch,normal,MON005,-26.5%,listing/low,,,,,,
Arcanic Crackle (Blue),Monarch,normal,MON237,-50.0%,listing/low,,,,,,
Arcanic Crackle (Red),Monarch,normal,MON235,+150.0%,listing/low,,,,,,
Arcanic Crackle (Yellow),Monarch,normal,MON236,-50.0%,listing/low,,,,,,
Battlefield Blitz (Blue),Monarch,normal,MON038,+100.0%,listing/low,,,,,,
Battlefield Blitz (Red),Monarch,normal,MON036,+250.0%,listing/low,,,,,,
Battlefield Blitz (Yellow),Monarch,normal,MON037,+350.0%,listing/low,,,,,,
Beacon of Victory,Monarch,normal,MON033,+39.5%,listing/low,,,,,,
Belittle (Blue),Monarch,normal,MON268,+150.0%,listing/low,,,,,,
Belittle (Red),Monarch,normal,MON266,+400.0%,listing/low,,,,,,
Belittle (Yellow),Monarch,normal,MON267,+150.0%,listing/low,,,,,,
"Blasmophet, the Soul Harvester // Ursur, the Soul Reaper",Monarch,normal,,+150.0%,listing/low,,,,,,
Blinding Beam (Blue),Monarch,normal,MON086,-50.0%,listing/low,,,,,,
Blinding Beam (Red),Monarch,normal,MON084,-50.0%,listing/low,,,,,,
Blinding Beam (Yellow),Monarch,normal,MON085,-50.0%,listing/low,,,,,,
