# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Copper,Everfest,normal,EVR194,+100.0%,low/listing,,,,,,
Crown of Reflection,Everfest,normal,EVR137,-32.0%,low/listing,,,,,,
Dissolution Sphere,Everfest,normal,EVR069,+83.3%,low/listing,,,,,,
Dreadbore,Everfest,normal,EVR087,+27.8%,low/listing,,,,,,
Drowning Dire (Blue),Everfest,normal,EVR112,,,,,,,,
Drowning Dire (Red),Everfest,normal,EVR110,+100.0%,low/listing,,,,,,
Drowning Dire (Yellow),Everfest,normal,EVR111,+100.0%,low/listing,,,,,,
Earthlore Bounty,Everfest,normal,EVR020,+77.4%,low/listing,,,,,,
Emeritus Scolding (Blue),Everfest,normal,EVR127,-92.2%,low/listing,,,,,,
Emeritus Scolding (Red),Everfest,normal,EVR125,-92.0%,low/listing,,,,,,
Emeritus Scolding (Yellow),Everfest,normal,EVR126,-77.8%,low/listing,,,,,,
Even Bigger Than That! (Blue),Everfest,normal,EVR175,-80.0%,low/listing,,,,,,
Even Bigger Than That! (Red),Everfest,normal,EVR173,-56.0%,low/listing,,,,,,
Even Bigger Than That! (Yellow),Everfest,normal,EVR174,+100.0%,low/listing,,,,,,
Fatigue Shot (Blue),Everfest,normal,EVR096,+100.0%,low/listing,,,,,,
Fatigue Shot (Red),Everfest,normal,EVR094,-80.0%,low/listing,,,,,,
Fatigue Shot (Yellow),Everfest,normal,EVR095,-60.0%,low/listing,,,,,,
Firebreathing,Everfest,normal,EVR157,+27.8%,low/listing,,,,,,
Fractal Replication,Everfest,normal,EVR138,-86.4%,low/listing,,,,,,
Frostbite,Everfest,normal,EVR197,-86.7%,low/listing,,,,,,
Genis Wotchuneed,Everfest,normal,EVR085,-77.8%,low/listing,,,,,,
Haze Bending,Everfest,normal,EVR141,-88.0%,low/listing,,,,,,
Healing Potion,Everfest,normal,EVR183,-68.6%,low/listing,,,,,,
Helm of Sharp Eye,Everfest,normal,EVR053,-44.0%,low/listing,,,,,,
High Roller (Blue),Everfest,normal,EVR007,-50.0%,low/listing,,,,,,
High Roller (Red),Everfest,normal,EVR005,+100.0%,low/listing,,,,,,
High Roller (Yellow),Everfest,normal,EVR006,+100.0%,low/listing,,,,,,
High Striker (Blue),Everfest,normal,EVR166,+100.0%,low/listing,,,,,,
High Striker (Red),Everfest,normal,EVR164,-50.0%,low/listing,,,,,,
High Striker (Yellow),Everfest,normal,EVR165,-33.3%,low/listing,,,,,,
Hundred Winds (Blue),Everfest,normal,EVR043,,,,,,,,
Hundred Winds (Red),Everfest,normal,EVR041,-89.7%,low/listing,,,,,,
Hundred Winds (Yellow),Everfest,normal,EVR042,-77.8%,low/listing,,,,,,
Imposing Visage,Everfest,normal,EVR022,+27.5%,low/listing,,,,,,
In the Swing (Blue),Everfest,normal,EVR065,+100.0%,low/listing,,,,,,
In the Swing (Red),Everfest,normal,EVR063,-75.0%,low/listing,,,,,,
In the Swing (Yellow),Everfest,normal,EVR064,+100.0%,low/listing,,,,,,
Iyslander,Everfest,normal,EVR120,+500.0%,low/listing,,,,,,
Knick Knack Bric-a-brac,Everfest,normal,EVR159,+91.7%,low/listing,,,,,,
Kraken's Aethervein,Everfest,normal,EVR121,-28.6%,low/listing,,,,,,
Life of the Party (Blue),Everfest,normal,EVR163,+100.0%,low/listing,,,,,,
Life of the Party (Red),Everfest,normal,EVR161,-71.4%,low/listing,,,,,,
Life of the Party (Yellow),Everfest,normal,EVR162,-50.0%,low/listing,,,,,,
Macho Grande (Blue),Everfest,normal,EVR029,-80.0%,low/listing,,,,,,
Macho Grande (Red),Everfest,normal,EVR027,+0.0%,low/listing,,,,,,
Macho Grande (Yellow),Everfest,normal,EVR028,+100.0%,low/listing,,,,,,
Mask of the Pouncing Lynx,Everfest,normal,EVR037,+6.3%,low/listing,,,,,,
Micro-processor,Everfest,normal,EVR070,-69.4%,low/listing,,,,,,
Miraging Metamorph,Everfest,normal,EVR139,-4.4%,low/listing,,,,,,
Nerves of Steel,Everfest,normal,EVR023,+111.1%,low/listing,,,,,,
Oath of Steel,Everfest,normal,EVR056,+3.3%,low/listing,,,,,,
Outland Skirmish (Blue),Everfest,normal,EVR068,+0.0%,low/listing,,,,,,
Outland Skirmish (Red),Everfest,normal,EVR066,,,,,,,,
Outland Skirmish (Yellow),Everfest,normal,EVR067,+100.0%,low/listing,,,,,,
Passing Mirage,Everfest,normal,EVR142,-15.5%,low/listing,,,,,,
Payload (Blue),Everfest,normal,EVR078,+100.0%,low/listing,,,,,,
Payload (Red),Everfest,normal,EVR076,+100.0%,low/listing,,,,,,
Payload (Yellow),Everfest,normal,EVR077,+100.0%,low/listing,,,,,,
Phantasmal Haze (Blue),Everfest,normal,EVR149,+100.0%,low/listing,,,,,,
Phantasmal Haze (Red),Everfest,normal,EVR147,+100.0%,low/listing,,,,,,
Phantasmal Haze (Yellow),Everfest,normal,EVR148,+100.0%,low/listing,,,,,,
"Pick a Card, Any Card (Blue)",Everfest,normal,EVR169,+100.0%,low/listing,,,,,,
"Pick a Card, Any Card (Red)",Everfest,normal,EVR167,-50.0%,low/listing,,,,,,
"Pick a Card, Any Card (Yellow)",Everfest,normal,EVR168,-60.0%,low/listing,,,,,,
Pierce Reality,Everfest,normal,EVR143,-92.3%,low/listing,,,,,,
Potion of Déjà Vu,Everfest,normal,EVR185,-86.7%,low/listing,,,,,,
Potion of Ironhide,Everfest,normal,EVR186,+100.0%,low/listing,,,,,,
Potion of Luck,Everfest,normal,EVR187,-50.0%,low/listing,,,,,,
Potion of Seeing,Everfest,normal,EVR184,+100.0%,low/listing,,,,,,
Pry (Blue),Everfest,normal,EVR130,+100.0%,low/listing,,,,,,
Pry (Red),Everfest,normal,EVR128,+100.0%,low/listing,,,,,,
Pry (Yellow),Everfest,normal,EVR129,+100.0%,low/listing,,,,,,
Pulverize,Everfest,normal,EVR021,-27.8%,low/listing,,,,,,
Pyroglyphic Protection (Blue),Everfest,normal,EVR133,+100.0%,low/listing,,,,,,
Pyroglyphic Protection (Red),Everfest,normal,EVR131,+100.0%,low/listing,,,,,,
Pyroglyphic Protection (Yellow),Everfest,normal,EVR132,+100.0%,low/listing,,,,,,
Quicken,Everfest,normal,EVR196,+100.0%,low/listing,,,,,,
Rain Razors,Everfest,normal,EVR090,+27.1%,low/listing,,,,,,
Read the Glide Path (Blue),Everfest,normal,EVR102,+100.0%,low/listing,,,,,,
Read the Glide Path (Red),Everfest,normal,EVR100,-80.0%,low/listing,,,,,,
Read the Glide Path (Yellow),Everfest,normal,EVR101,+100.0%,low/listing,,,,,,
Ready to Roll,Everfest,normal,EVR003,-30.4%,low/listing,,,,,,
Reek of Corruption (Blue),Everfest,normal,EVR115,+100.0%,low/listing,,,,,,
Reek of Corruption (Red),Everfest,normal,EVR113,+100.0%,low/listing,,,,,,
Reek of Corruption (Yellow),Everfest,normal,EVR114,+100.0%,low/listing,,,,,,
Release the Tension (Blue),Everfest,normal,EVR093,+100.0%,low/listing,,,,,,
Release the Tension (Red),Everfest,normal,EVR091,-76.9%,low/listing,,,,,,
Release the Tension (Yellow),Everfest,normal,EVR092,+100.0%,low/listing,,,,,,
Revel in Runeblood,Everfest,normal,EVR106,-4.7%,low/listing,,,,,,
Ride the Tailwind (Blue),Everfest,normal,EVR046,+100.0%,low/listing,,,,,,
Ride the Tailwind (Red),Everfest,normal,EVR044,+100.0%,low/listing,,,,,,
Ride the Tailwind (Yellow),Everfest,normal,EVR045,-50.0%,low/listing,,,,,,
Rolling Thunder,Everfest,normal,EVR004,,,,,,,,
Rotary Ram (Blue),Everfest,normal,EVR084,+100.0%,low/listing,,,,,,
Rotary Ram (Red),Everfest,normal,EVR082,+100.0%,low/listing,,,,,,
Rotary Ram (Yellow),Everfest,normal,EVR083,+100.0%,low/listing,,,,,,
Runeblood Incantation (Blue),Everfest,normal,EVR109,+100.0%,low/listing,,,,,,
Runeblood Incantation (Red),Everfest,normal,EVR107,-23.0%,low/listing,,,,,,
Runeblood Incantation (Yellow),Everfest,normal,EVR108,-50.0%,low/listing,,,,,,
Runechant,Everfest,normal,EVR119,+100.0%,low/listing,,,,,,
Runic Reclamation,Everfest,normal,EVR104,+113.2%,low/listing,,,,,,
Scour,Everfest,normal,EVR124,-57.6%,low/listing,,,,,,
Seismic Stir (Blue),Everfest,normal,EVR032,+100.0%,low/listing,,,,,,
Seismic Stir (Red),Everfest,normal,EVR030,-60.0%,low/listing,,,,,,
Seismic Stir (Yellow),Everfest,normal,EVR031,+100.0%,low/listing,,,,,,
Seismic Surge,Everfest,normal,EVR036,+100.0%,low/listing,,,,,,
Shatter,Everfest,normal,EVR054,-73.9%,low/listing,,,,,,
Shimmers of Silver,Everfest,normal,EVR140,-11.9%,low/listing,,,,,,
Shrill of Skullform (Blue),Everfest,normal,EVR118,-33.3%,low/listing,,,,,,
Shrill of Skullform (Red),Everfest,normal,EVR116,+100.0%,low/listing,,,,,,
Shrill of Skullform (Yellow),Everfest,normal,EVR117,,,,,,,,
Sigil of Parapets,Everfest,normal,EVR122,-45.0%,low/listing,,,,,,
Signal Jammer,Everfest,normal,EVR071,-8.0%,low/listing,,,,,,
Silver,Everfest,normal,EVR195,+100.0%,low/listing,,,,,,
Skull Crushers,Everfest,normal,EVR001,-56.0%,low/listing,,,,,,
Slice and Dice (Blue),Everfest,normal,EVR059,-71.4%,low/listing,,,,,,
Slice and Dice (Red),Everfest,normal,EVR057,-87.5%,low/listing,,,,,,
Slice and Dice (Yellow),Everfest,normal,EVR058,-85.7%,low/listing,,,,,,
Smashing Good Time (Blue),Everfest,normal,EVR172,+0.0%,low/listing,,,,,,
Smashing Good Time (Red),Everfest,normal,EVR170,+0.0%,low/listing,,,,,,
Smashing Good Time (Yellow),Everfest,normal,EVR171,+100.0%,low/listing,,,,,,
Spectral Shield,Everfest,normal,EVR153,-80.0%,low/listing,,,,,,
Spring Tidings,Everfest,normal,EVR039,+32.0%,low/listing,,,,,,
Steadfast (Blue),Everfest,normal,EVR035,+100.0%,low/listing,,,,,,
Steadfast (Red),Everfest,normal,EVR033,-80.0%,low/listing,,,,,,
Steadfast (Yellow),Everfest,normal,EVR034,+100.0%,low/listing,,,,,,
Swarming Gloomveil,Everfest,normal,EVR105,-4.3%,low/listing,,,,,,
Swing Big,Everfest,normal,EVR002,+6.7%,low/listing,,,,,,
T-Bone (Blue),Everfest,normal,EVR075,-41.8%,low/listing,,,,,,
T-Bone (Red),Everfest,normal,EVR073,,,,,,,,
T-Bone (Yellow),Everfest,normal,EVR074,-66.7%,low/listing,,,,,,
Talisman of Balance,Everfest,normal,EVR188,-33.3%,low/listing,,,,,,
Talisman of Cremation,Everfest,normal,EVR189,+100.0%,low/listing,,,,,,
Talisman of Featherfoot,Everfest,normal,EVR190,+100.0%,low/listing,,,,,,
Talisman of Recompense,Everfest,normal,EVR191,-60.0%,low/listing,,,,,,
Talisman of Tithes,Everfest,normal,EVR192,+0.0%,low/listing,,,,,,
Talisman of Warfare,Everfest,normal,EVR193,+100.0%,low/listing,,,,,,
Teklo Pounder,Everfest,normal,EVR072,-23.7%,low/listing,,,,,,
This Round's on Me,Everfest,normal,EVR160,+33.3%,low/listing,,,,,,
Thunder Quake (Blue),Everfest,normal,EVR026,-86.4%,low/listing,,,,,,
Thunder Quake (Red),Everfest,normal,EVR024,-66.7%,low/listing,,,,,,
Thunder Quake (Yellow),Everfest,normal,EVR025,+100.0%,low/listing,,,,,,
Timekeeper's Whim (Blue),Everfest,normal,EVR136,+100.0%,low/listing,,,,,,
Timekeeper's Whim (Red),Everfest,normal,EVR134,+100.0%,low/listing,,,,,,
Timekeeper's Whim (Yellow),Everfest,normal,EVR135,+100.0%,low/listing,,,,,,
Timidity Point (Blue),Everfest,normal,EVR099,+100.0%,low/listing,,,,,,
Timidity Point (Red),Everfest,normal,EVR097,+100.0%,low/listing,,,,,,
Timidity Point (Yellow),Everfest,normal,EVR098,+100.0%,low/listing,,,,,,
Tri-shot,Everfest,normal,EVR089,+32.7%,low/listing,,,,,,
Twin Twisters (Blue),Everfest,normal,EVR049,+0.0%,low/listing,,,,,,
Twin Twisters (Red),Everfest,normal,EVR047,+100.0%,low/listing,,,,,,
Twin Twisters (Yellow),Everfest,normal,EVR048,+100.0%,low/listing,,,,,,
Valda Brightaxe,Everfest,normal,EVR019,+0.0%,low/listing,,,,,,
Veiled Intentions (Blue),Everfest,normal,EVR152,+100.0%,low/listing,,,,,,
Veiled Intentions (Red),Everfest,normal,EVR150,+100.0%,low/listing,,,,,,
Veiled Intentions (Yellow),Everfest,normal,EVR151,+100.0%,low/listing,,,,,,
Vexing Quillhand,Everfest,normal,EVR103,+101.2%,low/listing,,,,,,
Wax On (Blue),Everfest,normal,EVR052,+100.0%,low/listing,,,,,,
Wax On (Red),Everfest,normal,EVR050,-81.8%,low/listing,,,,,,
Wax On (Yellow),Everfest,normal,EVR051,-60.0%,low/listing,,,,,,
Wild Ride (Blue),Everfest,normal,EVR013,+100.0%,low/listing,,,,,,
Wild Ride (Red),Everfest,normal,EVR011,-71.4%,low/listing,,,,,,
Wild Ride (Yellow),Everfest,normal,EVR012,+100.0%,low/listing,,,,,,
Winds of Eternity,Everfest,normal,EVR040,+68.1%,low/listing,,,,,,
Zoom In (Blue),Everfest,normal,EVR081,+100.0%,low/listing,,,,,,
Zoom In (Red),Everfest,normal,EVR079,-60.0%,low/listing,,,,,,
Zoom In (Yellow),Everfest,normal,EVR080,-33.3%,low/listing,,,,,,
Amulet of Earth,Blitz Deck: Tales of Aria - Briar,normal,,-40.0%,low/listing,,,,,,
Autumn's Touch (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Bramble Spark (Blue),Blitz Deck: Tales of Aria - Briar,normal,,-84.6%,low/listing,,,,,,
Bramble Spark (Red),Blitz Deck: Tales of Aria - Briar,normal,,-92.9%,low/listing,,,,,,
Burgeoning (Red),Blitz Deck: Tales of Aria - Briar,normal,,-40.0%,low/listing,,,,,,
Earthlore Surge (Blue),Blitz Deck: Tales of Aria - Briar,normal,,-76.0%,low/listing,,,,,,
Earthlore Surge (Red),Blitz Deck: Tales of Aria - Briar,normal,,-76.0%,low/listing,,,,,,
Electrify (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Embodiment of Lightning // Embodiment of Earth,Blitz Deck: Tales of Aria - Briar,normal,,-97.3%,low/listing,,,,,,
Entwine Earth (Red),Blitz Deck: Tales of Aria - Briar,normal,,-86.7%,low/listing,,,,,,
Entwine Lightning (Red),Blitz Deck: Tales of Aria - Briar,normal,,-84.7%,low/listing,,,,,,
Evergreen (Red),Blitz Deck: Tales of Aria - Briar,normal,,-78.5%,low/listing,,,,,,
Explosive Growth (Red),Blitz Deck: Tales of Aria - Briar,normal,,-76.0%,low/listing,,,,,,
Flash (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-70.0%,low/listing,,,,,,
Heartened Cross Strap,Blitz Deck: Tales of Aria - Briar,normal,,-94.3%,low/listing,,,,,,
Ironrot Gauntlet,Blitz Deck: Tales of Aria - Briar,normal,,-92.0%,low/listing,,,,,,
Lightning Surge (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Plume of Evergrowth,Blitz Deck: Tales of Aria - Briar,normal,,-96.8%,low/listing,,,,,,
Rites of Lightning (Red),Blitz Deck: Tales of Aria - Briar,normal,,-67.3%,low/listing,,,,,,
Rites of Replenishment (Blue),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Rites of Replenishment (Red),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Rosetta Thorn,Blitz Deck: Tales of Aria - Briar,normal,,-14.5%,low/listing,,,,,,
Sow Tomorrow (Blue),Blitz Deck: Tales of Aria - Briar,normal,,-96.2%,low/listing,,,,,,
Sow Tomorrow (Red),Blitz Deck: Tales of Aria - Briar,normal,,-86.7%,low/listing,,,,,,
Stir the Wildwood (Red),Blitz Deck: Tales of Aria - Briar,normal,,-91.7%,low/listing,,,,,,
Stir the Wildwood (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-80.0%,low/listing,,,,,,
Summerwood Shelter (Yellow),Blitz Deck: Tales of Aria - Briar,normal,,-86.7%,low/listing,,,,,,
Sutcliffe's Suede Hides,Blitz Deck: Tales of Aria - Briar,normal,,-96.3%,low/listing,,,,,,
Weave Earth (Red),Blitz Deck: Tales of Aria - Briar,normal,,-62.1%,low/listing,,,,,,
Adrenaline Rush (Blue),Monarch,normal,MON265,+100.0%,low/listing,,,,,,
Adrenaline Rush (Red),Monarch,normal,MON263,+0.0%,low/listing,,,,,,
Adrenaline Rush (Yellow),Monarch,normal,MON264,+100.0%,low/listing,,,,,,
Aether Ironweave,Monarch,normal,MON230,-60.0%,low/listing,,,,,,
Arc Light Sentinel,Monarch,normal,MON005,+36.0%,low/listing,,,,,,
Arcanic Crackle (Blue),Monarch,normal,MON237,+100.0%,low/listing,,,,,,
Arcanic Crackle (Red),Monarch,normal,MON235,-60.0%,low/listing,,,,,,
Arcanic Crackle (Yellow),Monarch,normal,MON236,+100.0%,low/listing,,,,,,
Battlefield Blitz (Blue),Monarch,normal,MON038,-50.0%,low/listing,,,,,,
Battlefield Blitz (Red),Monarch,normal,MON036,-71.4%,low/listing,,,,,,
Battlefield Blitz (Yellow),Monarch,normal,MON037,-77.8%,low/listing,,,,,,
Beacon of Victory,Monarch,normal,MON033,-28.3%,low/listing,,,,,,
Belittle (Blue),Monarch,normal,MON268,-60.0%,low/listing,,,,,,
Belittle (Red),Monarch,normal,MON266,-80.0%,low/listing,,,,,,
Belittle (Yellow),Monarch,normal,MON267,-60.0%,low/listing,,,,,,
"Blasmophet, the Soul Harvester // Ursur, the Soul Reaper",Monarch,normal,,-60.0%,low/listing,,,,,,
Blinding Beam (Blue),Monarch,normal,MON086,+100.0%,low/listing,,,,,,
Blinding Beam (Red),Monarch,normal,MON084,+100.0%,low/listing,,,,,,
Blinding Beam (Yellow),Monarch,normal,MON085,+100.0%,low/listing,,,,,,
Blood Drop Brocade,Monarch,normal,MON238,+0.0%,low/listing,,,,,,
Blood Tribute (Blue),Monarch,normal,MON217,+100.0%,low/listing,,,,,,
Blood Tribute (Red),Monarch,normal,MON215,-50.0%,low/listing,,,,,,
Blood Tribute (Yellow),Monarch,normal,MON216,+0.0%,low/listing,,,,,,
Bolt of Courage (Blue),Monarch,normal,MON044,-33.3%,low/listing,,,,,,
Bolt of Courage (Red),Monarch,normal,MON042,-33.3%,low/listing,,,,,,
Bolt of Courage (Yellow),Monarch,normal,MON043,-60.0%,low/listing,,,,,,
Bolting Blade,Monarch,normal,MON032,-13.2%,low/listing,,,,,,
Boltyn // Galaxxi Black,Monarch,normal,,-77.8%,low/listing,,,,,,
Boltyn // Hatchet of Body,Monarch,normal,,-33.3%,low/listing,,,,,,
Boneyard Marauder (Blue),Monarch,normal,MON137,+100.0%,low/listing,,,,,,
Boneyard Marauder (Red),Monarch,normal,MON135,-75.0%,low/listing,,,,,,
Boneyard Marauder (Yellow),Monarch,normal,MON136,+100.0%,low/listing,,,,,,
Bounding Demigon (Blue),Monarch,normal,MON170,-60.0%,low/listing,,,,,,
Bounding Demigon (Red),Monarch,normal,MON168,-60.0%,low/listing,,,,,,
Bounding Demigon (Yellow),Monarch,normal,MON169,-50.0%,low/listing,,,,,,
Brandish (Blue),Monarch,normal,MON271,+0.0%,low/listing,,,,,,
Brandish (Red),Monarch,normal,MON269,-33.3%,low/listing,,,,,,
Brandish (Yellow),Monarch,normal,MON270,+0.0%,low/listing,,,,,,
Captain's Call (Blue),Monarch,normal,MON262,-89.5%,low/listing,,,,,,
Captain's Call (Red),Monarch,normal,MON260,-89.5%,low/listing,,,,,,
Captain's Call (Yellow),Monarch,normal,MON261,-80.0%,low/listing,,,,,,
Celestial Cataclysm,Monarch,normal,MON062,-64.7%,low/listing,,,,,,
Chane // Galaxxi Black,Monarch,normal,,-33.3%,low/listing,,,,,,
Consuming Aftermath (Blue),Monarch,normal,MON197,+100.0%,low/listing,,,,,,
Consuming Aftermath (Red),Monarch,normal,MON195,-33.3%,low/listing,,,,,,
Consuming Aftermath (Yellow),Monarch,normal,MON196,+100.0%,low/listing,,,,,,
Convulsions from the Bellows of Hell (Blue),Monarch,normal,MON134,-90.0%,low/listing,,,,,,
Convulsions from the Bellows of Hell (Red),Monarch,normal,MON132,-50.0%,low/listing,,,,,,
Convulsions from the Bellows of Hell (Yellow),Monarch,normal,MON133,-60.0%,low/listing,,,,,,
Courageous Steelhand (Blue),Monarch,normal,MON059,+100.0%,low/listing,,,,,,
Courageous Steelhand (Red),Monarch,normal,MON057,+0.0%,low/listing,,,,,,
Courageous Steelhand (Yellow),Monarch,normal,MON058,+0.0%,low/listing,,,,,,
Cracked Bauble,Monarch,normal,MON306,+100.0%,low/listing,,,,,,
Cross the Line (Blue),Monarch,normal,MON047,+0.0%,low/listing,,,,,,
Cross the Line (Red),Monarch,normal,MON045,+100.0%,low/listing,,,,,,
Cross the Line (Yellow),Monarch,normal,MON046,+100.0%,low/listing,,,,,,
Deadwood Rumbler (Blue),Monarch,normal,MON140,-60.0%,low/listing,,,,,,
Deadwood Rumbler (Red),Monarch,normal,MON138,+100.0%,low/listing,,,,,,
Deadwood Rumbler (Yellow),Monarch,normal,MON139,+100.0%,low/listing,,,,,,
Deep Rooted Evil,Monarch,normal,MON123,-54.2%,low/listing,,,,,,
Dimenxxional Crossroads,Monarch,normal,MON157,-60.0%,low/listing,,,,,,
Dimenxxional Gateway (Blue),Monarch,normal,MON164,-33.3%,low/listing,,,,,,
Dimenxxional Gateway (Red),Monarch,normal,MON162,-66.7%,low/listing,,,,,,
Dimenxxional Gateway (Yellow),Monarch,normal,MON163,-60.0%,low/listing,,,,,,
Dread Screamer (Blue),Monarch,normal,MON143,+0.0%,low/listing,,,,,,
Dread Screamer (Red),Monarch,normal,MON141,-71.4%,low/listing,,,,,,
Dread Screamer (Yellow),Monarch,normal,MON142,+0.0%,low/listing,,,,,,
Dread Scythe,Monarch,normal,MON229,+30.8%,low/listing,,,,,,
Dream Weavers,Monarch,normal,MON090,+0.0%,low/listing,,,,,,
Dusk Path Pilgrimage (Blue),Monarch,normal,MON112,-80.0%,low/listing,,,,,,
Dusk Path Pilgrimage (Red),Monarch,normal,MON110,-85.7%,low/listing,,,,,,
Dusk Path Pilgrimage (Yellow),Monarch,normal,MON111,-75.0%,low/listing,,,,,,
Ebon Fold,Monarch,normal,MON188,+0.0%,low/listing,,,,,,
Eclipse Existence,Monarch,normal,MON218,+100.0%,low/listing,,,,,,
Endless Maw (Blue),Monarch,normal,MON128,-75.0%,low/listing,,,,,,
Endless Maw (Red),Monarch,normal,MON126,-93.1%,low/listing,,,,,,
Endless Maw (Yellow),Monarch,normal,MON127,-50.0%,low/listing,,,,,,
Engulfing Light (Blue),Monarch,normal,MON050,+0.0%,low/listing,,,,,,
Engulfing Light (Red),Monarch,normal,MON048,+100.0%,low/listing,,,,,,
Engulfing Light (Yellow),Monarch,normal,MON049,-60.0%,low/listing,,,,,,
Enigma Chimera (Blue),Monarch,normal,MON100,-60.0%,low/listing,,,,,,
Enigma Chimera (Red),Monarch,normal,MON098,+0.0%,low/listing,,,,,,
Enigma Chimera (Yellow),Monarch,normal,MON099,+100.0%,low/listing,,,,,,
Express Lightning (Blue),Monarch,normal,MON053,+100.0%,low/listing,,,,,,
Express Lightning (Red),Monarch,normal,MON051,+0.0%,low/listing,,,,,,
Express Lightning (Yellow),Monarch,normal,MON052,+0.0%,low/listing,,,,,,
Exude Confidence,Monarch,normal,MON245,-29.6%,low/listing,,,,,,
Frontline Scout (Blue),Monarch,normal,MON274,+100.0%,low/listing,,,,,,
Frontline Scout (Red),Monarch,normal,MON272,+0.0%,low/listing,,,,,,
Frontline Scout (Yellow),Monarch,normal,MON273,+100.0%,low/listing,,,,,,
Galaxxi Black // Soul Shackle,Monarch,normal,,+100.0%,low/listing,,,,,,
Gallantry Gold,Monarch,normal,MON108,+0.0%,low/listing,,,,,,
Genesis,Monarch,normal,MON006,-19.7%,low/listing,,,,,,
Ghostly Visit (Blue),Monarch,normal,MON205,+100.0%,low/listing,,,,,,
Ghostly Visit (Red),Monarch,normal,MON203,-60.0%,low/listing,,,,,,
Ghostly Visit (Yellow),Monarch,normal,MON204,+100.0%,low/listing,,,,,,
Glisten (Blue),Monarch,normal,MON071,-60.0%,low/listing,,,,,,
Glisten (Red),Monarch,normal,MON069,-71.4%,low/listing,,,,,,
Glisten (Yellow),Monarch,normal,MON070,-80.0%,low/listing,,,,,,
Graveling Growl (Blue),Monarch,normal,MON146,+100.0%,low/listing,,,,,,
Graveling Growl (Red),Monarch,normal,MON144,-33.3%,low/listing,,,,,,
Graveling Growl (Yellow),Monarch,normal,MON145,-60.0%,low/listing,,,,,,
Guardian of the Shadowrealm,Monarch,normal,MON192,-4.2%,low/listing,,,,,,
Halo of Illumination,Monarch,normal,MON061,+0.0%,low/listing,,,,,,
Herald of Erudition,Monarch,normal,MON004,-8.0%,low/listing,,,,,,
Herald of Judgment,Monarch,normal,MON007,-90.0%,low/listing,,,,,,
Herald of Protection (Blue),Monarch,normal,MON016,-77.8%,low/listing,,,,,,
Herald of Protection (Red),Monarch,normal,MON014,-66.7%,low/listing,,,,,,
Herald of Protection (Yellow),Monarch,normal,MON015,-80.0%,low/listing,,,,,,
Herald of Ravages (Blue),Monarch,normal,MON019,-60.0%,low/listing,,,,,,
Herald of Ravages (Red),Monarch,normal,MON017,+100.0%,low/listing,,,,,,
Herald of Ravages (Yellow),Monarch,normal,MON018,-80.0%,low/listing,,,,,,
Herald of Rebirth (Blue),Monarch,normal,MON022,+0.0%,low/listing,,,,,,
Herald of Rebirth (Red),Monarch,normal,MON020,+0.0%,low/listing,,,,,,
Herald of Rebirth (Yellow),Monarch,normal,MON021,+0.0%,low/listing,,,,,,
Herald of Tenacity (Blue),Monarch,normal,MON025,+0.0%,low/listing,,,,,,
Herald of Tenacity (Red),Monarch,normal,MON023,-33.3%,low/listing,,,,,,
Herald of Tenacity (Yellow),Monarch,normal,MON024,-60.0%,low/listing,,,,,,
Herald of Triumph (Blue),Monarch,normal,MON010,-94.7%,low/listing,,,,,,
Herald of Triumph (Red),Monarch,normal,MON008,-50.0%,low/listing,,,,,,
