# currency: USD
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source
Vela Flash (Red),Tales of Aria,foil,ELE076,0.1,listing,0.21,listing,0.99,listing,4.18,listing
Vela Flash (Yellow),Tales of Aria,normal,ELE077,0.01,listing,0.02,listing,0.99,listing,,
Vela Flash (Yellow),Tales of Aria,foil,ELE077,0.1,listing,0.29,listing,4.18,listing,1.92,listing
"Voltaire, Strike Twice",Tales of Aria,normal,ELE034,0.25,listing,0.24,listing,4.99,listing,,
"Voltaire, Strike Twice",Tales of Aria,foil,ELE034,0.75,listing,2.63,listing,,,,
Weave Earth (Blue),Tales of Aria,normal,ELE124,0.05,listing,0.04,listing,4.18,listing,4.18,listing
Weave Earth (Blue),Tales of Aria,foil,ELE124,0.13,listing,0.45,listing,2.28,listing,,
Weave Earth (Red),Tales of Aria,normal,ELE122,0.09,listing,0.2,listing,4.18,listing,,
Weave Earth (Red),Tales of Aria,foil,ELE122,0.13,listing,1.72,listing,0.51,listing,,
Weave Earth (Yellow),Tales of Aria,normal,ELE123,0.04,listing,0.05,listing,4.18,listing,,
Weave Earth (Yellow),Tales of Aria,foil,ELE123,0.16,listing,0.35,listing,,,,
Weave Ice (Blue),Tales of Aria,normal,ELE156,0.09,listing,0.1,listing,4.18,listing,,
Weave Ice (Blue),Tales of Aria,foil,ELE156,0.25,listing,0.92,listing,,,,
Weave Ice (Red),Tales of Aria,normal,ELE154,0.04,listing,0.1,listing,0.99,listing,,
Weave Ice (Red),Tales of Aria,foil,ELE154,0.2,listing,0.37,listing,,,,
Weave Ice (Yellow),Tales of Aria,normal,ELE155,0.09,listing,0.09,listing,0.99,listing,4.18,listing
Weave Ice (Yellow),Tales of Aria,foil,ELE155,0.23,listing,0.75,listing,4.18,listing,4.18,listing
Weave Lightning (Blue),Tales of Aria,normal,ELE182,0.04,listing,0.16,listing,0.99,listing,4.18,listing
Weave Lightning (Blue),Tales of Aria,foil,ELE182,0.09,listing,0.26,listing,0.34,listing,,
Weave Lightning (Red),Tales of Aria,normal,ELE180,0.24,listing,0.42,listing,4.18,listing,,
Weave Lightning (Red),Tales of Aria,foil,ELE180,0.29,listing,0.98,listing,,,,
Weave Lightning (Yellow),Tales of Aria,normal,ELE181,0.04,listing,0.04,listing,0.75,listing,,
Weave Lightning (Yellow),Tales of Aria,foil,ELE181,0.14,listing,0.2,listing,1.97,listing,,
Winter's Bite (Blue),Tales of Aria,normal,ELE171,0.25,listing,0.53,listing,,,,
Winter's Bite (Blue),Tales of Aria,foil,ELE171,2.99,listing,3.06,listing,,,,
Winter's Bite (Red),Tales of Aria,normal,ELE169,0.1,listing,0.08,listing,0.99,listing,,
Winter's Bite (Red),Tales of Aria,foil,ELE169,,,0.35,listing,1.45,listing,,
Winter's Bite (Yellow),Tales of Aria,normal,ELE170,0.05,listing,0.1,listing,0.99,listing,,
Winter's Bite (Yellow),Tales of Aria,foil,ELE170,0.15,listing,,,,,,
Winter's Grasp (Blue),Tales of Aria,normal,ELE162,0.09,listing,0.09,listing,0.99,listing,,
Winter's Grasp (Blue),Tales of Aria,foil,ELE162,0.48,listing,0.9,listing,,,,
Winter's Grasp (Red),Tales of Aria,normal,ELE160,0.04,listing,0.15,listing,0.99,listing,,
Winter's Grasp (Red),Tales of Aria,foil,ELE160,0.05,listing,0.35,listing,,,4.18,listing
Winter's Grasp (Yellow),Tales of Aria,normal,ELE161,0.02,listing,0.02,listing,0.99,listing,,
Winter's Grasp (Yellow),Tales of Aria,foil,ELE161,0.1,listing,0.35,listing,4.18,listing,4.18,listing
Winter's Wail,Tales of Aria,normal,ELE003,0.25,listing,0.5,listing,,,,
Winter's Wail,Tales of Aria,foil,ELE003,1.16,listing,9.97,listing,,,,
Battlefield Blitz,Blitz Deck: Monarch - Boltyn,normal,,0.25,listing,0.5,listing,0.34,listing,,
Bolt of Courage (Blue),Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,1.9,listing,,,,
Bolt of Courage (Red),Blitz Deck: Monarch - Boltyn,normal,,0.19,listing,0.5,listing,,,,
Boltyn,Blitz Deck: Monarch - Boltyn,foil,,0.17,listing,0.29,listing,0.34,listing,,
Courageous Steelhand,Blitz Deck: Monarch - Boltyn,normal,,0.2,listing,0.59,listing,,,,
Courageous Steelhand (Yellow),Blitz Deck: Monarch - Boltyn,normal,,0.1,listing,0.65,listing,,,,
Cross the Line (Red),Blitz Deck: Monarch - Boltyn,normal,,0.13,listing,0.5,listing,,,,
Cross the Line (Yellow),Blitz Deck: Monarch - Boltyn,normal,,0.12,listing,0.1,listing,,,,
Dusk Path Pilgrimage (Red),Blitz Deck: Monarch - Boltyn,normal,,0.2,listing,1996.81,listing,,,,
Engulfing Light (Blue),Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,0.5,listing,,,,
Engulfing Light (Red),Blitz Deck: Monarch - Boltyn,normal,,0.18,listing,0.5,listing,,,,
Express Lightning (Red),Blitz Deck: Monarch - Boltyn,normal,,0.1,listing,0.5,listing,,,,
Express Lightning (Yellow),Blitz Deck: Monarch - Boltyn,normal,,0.12,listing,0.5,listing,,,,
Gallantry Gold,Blitz Deck: Monarch - Boltyn,normal,,0.28,listing,0.25,listing,,,,
Halo of Illumination,Blitz Deck: Monarch - Boltyn,normal,,0.19,listing,2396.16,listing,,,,
Hatchet of Body,Blitz Deck: Monarch - Boltyn,normal,,1.48,listing,2.16,listing,,,,
Hatchet of Mind,Blitz Deck: Monarch - Boltyn,normal,,1.3,listing,1.99,listing,,,,
Illuminate (Blue),Blitz Deck: Monarch - Boltyn,normal,,0.12,listing,0.5,listing,,,,
Invigorating Light (Red),Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,0.5,listing,,,,
Minerva Themis,Blitz Deck: Monarch - Boltyn,normal,,0.2,listing,0.27,listing,0.25,listing,,
Monarch Blitz Deck - Boltyn,Blitz Deck: Monarch - Boltyn,normal,,,,,,,,,
Push Forward (Red),Blitz Deck: Monarch - Boltyn,normal,,0.2,listing,1.98,listing,,,,
Rising Solartide (Red),Blitz Deck: Monarch - Boltyn,normal,,0.1,listing,0.5,listing,,,,
Rising Solartide (Yellow),Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,0.5,listing,,,,
Seek Enlightenment (Blue),Blitz Deck: Monarch - Boltyn,normal,,0.11,listing,0.8,listing,,,,
Snapdragon Scalers,Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,0.34,listing,,,,
Spell Fray Cloak,Blitz Deck: Monarch - Boltyn,normal,,0.2,listing,0.46,listing,,,,
Take Flight (Red),Blitz Deck: Monarch - Boltyn,normal,,0.15,listing,0.5,listing,,,,
Take Flight (Yellow),Blitz Deck: Monarch - Boltyn,normal,,0.14,listing,0.99,listing,,,,
V of the Vanguard,Blitz Deck: Monarch - Boltyn,normal,,0.23,listing,0.98,listing,0.8,listing,,
Valiant Thrust,Blitz Deck: Monarch - Boltyn,normal,,0.24,listing,,,,,,
Aether Ironweave,Blitz Deck: Monarch - Chane,normal,,0.4,listing,0.25,listing,,,,
Arcanic Crackle (Blue),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.1,listing,,,,
Bounding Demigon (Red),Blitz Deck: Monarch - Chane,normal,,0.28,listing,0.25,listing,0.4,listing,,
Chane,Blitz Deck: Monarch - Chane,foil,,0.24,listing,0.67,listing,,,,
Consuming Volition (Red),Blitz Deck: Monarch - Chane,normal,,0.25,listing,0.25,listing,,,,
Ebon Fold,Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.25,listing,,,,
Galaxxi Black,Blitz Deck: Monarch - Chane,normal,,0.2,listing,0.26,listing,,,,
Ghostly Visit (Red),Blitz Deck: Monarch - Chane,normal,,0.14,listing,0.2,listing,,,,
Howl from Beyond (Red),Blitz Deck: Monarch - Chane,normal,,0.39,listing,0.25,listing,,,,
Lord Sutcliffe,Blitz Deck: Monarch - Chane,normal,,0.4,listing,0.3,listing,0.39,listing,,
Lunartide Plunderer (Yellow),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Monarch Blitz Deck - Chane,Blitz Deck: Monarch - Chane,normal,,,,,,,,,
Piercing Shadow Vise (Blue),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Piercing Shadow Vise (Red),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Rift Bind (Blue),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.15,listing,,,,
Rift Bind (Red),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Rifted Torment (Blue),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.15,listing,,,,
Rifted Torment (Red),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.15,listing,,,,
Rip Through Reality (Red),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Seeds of Agony (Red),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.15,listing,,,,
Seeds of Agony (Yellow),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.25,listing,,,,
Seeping Shadows (Yellow),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.15,listing,,,,
Snapdragon Scalers,Blitz Deck: Monarch - Chane,normal,,0.29,listing,0.64,listing,,,,
Soul Reaping,Blitz Deck: Monarch - Chane,normal,,0.35,listing,0.25,listing,,,,
Soul Shackle,Blitz Deck: Monarch - Chane,normal,,1.27,listing,,,,,,
Spell Fray Gloves,Blitz Deck: Monarch - Chane,normal,,0.2,listing,0.25,listing,,,,
Spew Shadow (Yellow),Blitz Deck: Monarch - Chane,normal,,0.1,listing,0.15,listing,,,,
Unhallowed Rites (Red),Blitz Deck: Monarch - Chane,normal,,0.25,listing,0.25,listing,2.28,listing,,
Vexing Malice (Red),Blitz Deck: Monarch - Chane,normal,,0.24,listing,0.22,listing,,,,
Warmonger's Recital (Red),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.25,listing,,,,
Warmonger's Recital (Yellow),Blitz Deck: Monarch - Chane,normal,,0.15,listing,0.25,listing,,,,
Blood Tribute (Blue),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.4,listing,,,,
Boneyard Marauder (Blue),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.5,listing,,,,
Boneyard Marauder (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,2.01,listing,,,,
Consuming Aftermath (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.69,listing,,,,
Convulsions from the Bellows of Hell (Blue),Blitz Deck: Monarch - Levia,normal,,0.39,listing,,,,,,
Deadwood Rumbler (Blue),Blitz Deck: Monarch - Levia,normal,,0.18,listing,0.25,listing,,,,
Deadwood Rumbler (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.05,listing,,,,
Dread Screamer (Blue),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.5,listing,,,,
Dread Screamer (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.5,listing,,,,
Ebon Fold,Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.25,listing,,,,
Endless Maw (Red),Blitz Deck: Monarch - Levia,normal,,0.48,listing,0.6,listing,,,,
Goliath Gauntlet,Blitz Deck: Monarch - Levia,normal,,1,listing,2.01,listing,,,,
Graveling Growl (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,2.01,listing,,,,
Hooves of the Shadowbeast,Blitz Deck: Monarch - Levia,normal,,0.15,listing,2.01,listing,,,,
Hungering Slaughterbeast (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.5,listing,,,,
Hungering Slaughterbeast (Yellow),Blitz Deck: Monarch - Levia,normal,,0.1,listing,0.5,listing,,,,
Lady Barthimont,Blitz Deck: Monarch - Levia,normal,,0.35,listing,0.5,listing,0.34,listing,,
Levia,Blitz Deck: Monarch - Levia,foil,,0.14,listing,0.25,listing,0.36,listing,,
Lunartide Plunderer (Yellow),Blitz Deck: Monarch - Levia,normal,,0.1,listing,0.19,listing,,,,
Monarch Blitz Deck - Levia,Blitz Deck: Monarch - Levia,normal,,,,,,,,,
Rally the Rearguard (Blue),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.05,listing,,,,
Rally the Rearguard (Red),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.47,listing,,,,
Ravenous Meataxe,Blitz Deck: Monarch - Levia,normal,,2.21,listing,,,,,,
Smash with Big Tree (Red),Blitz Deck: Monarch - Levia,normal,,0.1,listing,0.39,listing,,,,
Smash with Big Tree (Yellow),Blitz Deck: Monarch - Levia,normal,,0.14,listing,0.24,listing,,,,
Soul Harvest,Blitz Deck: Monarch - Levia,normal,,0.15,listing,2.01,listing,,,,
Spell Fray Cloak,Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.29,listing,,,,
Unworldly Bellow (Blue),Blitz Deck: Monarch - Levia,normal,,0.15,listing,0.48,listing,,,,
Unworldly Bellow (Red),Blitz Deck: Monarch - Levia,normal,,0.14,listing,0.5,listing,,,,
Writhing Beast Hulk (Red),Blitz Deck: Monarch - Levia,normal,,0.26,listing,0.3,listing,,,,
Dream Weavers,Blitz Deck: Monarch - Prism,normal,,0.4,listing,0.25,listing,,,,
Enigma Chimera (Blue),Blitz Deck: Monarch - Prism,normal,,0.4,listing,0.25,listing,,,,
Enigma Chimera (Yellow),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Halo of Illumination,Blitz Deck: Monarch - Prism,normal,,0.14,listing,0.25,listing,,,,
Heartened Cross Strap,Blitz Deck: Monarch - Prism,normal,,0.24,listing,0.25,listing,,,,
Herald of Judgment,Blitz Deck: Monarch - Prism,normal,,0.58,listing,0.49,listing,,,,
Herald of Protection (Blue),Blitz Deck: Monarch - Prism,normal,,0.25,listing,0.25,listing,,,,
Herald of Protection (Red),Blitz Deck: Monarch - Prism,normal,,0.25,listing,0.15,listing,,,,
Herald of Ravages (Blue),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Herald of Ravages (Red),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Herald of Rebirth (Blue),Blitz Deck: Monarch - Prism,normal,,0.2,listing,0.25,listing,,,,
Herald of Rebirth (Red),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Herald of Tenacity (Blue),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Herald of Tenacity (Red),Blitz Deck: Monarch - Prism,normal,,0.21,listing,0.25,listing,,,,
Illuminate (Blue),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Illuminate (Red),Blitz Deck: Monarch - Prism,normal,,0.24,listing,0.25,listing,,,,
Iris of Reality,Blitz Deck: Monarch - Prism,normal,,2.56,listing,4.27,listing,,,,
Merciful Retribution,Blitz Deck: Monarch - Prism,normal,,0.75,listing,0.44,listing,,,,
Monarch Blitz Deck - Prism,Blitz Deck: Monarch - Prism,normal,,,,,,,,,
Ode to Wrath,Blitz Deck: Monarch - Prism,normal,,0.32,listing,0.25,listing,,,,
Phantasmify (Red),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Prism,Blitz Deck: Monarch - Prism,foil,,0.24,listing,0.25,listing,0.5,listing,,
Prismatic Shield (Red),Blitz Deck: Monarch - Prism,normal,,0.35,listing,0.25,listing,,,,
Rising Solartide (Yellow),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Seek Enlightenment (Red),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,,,,
Spears of Surreality (Blue),Blitz Deck: Monarch - Prism,normal,,0.15,listing,0.25,listing,4.18,listing,,
Spectral Shield,Blitz Deck: Monarch - Prism,normal,,0.23,listing,0.24,listing,,,,
Spell Fray Leggings,Blitz Deck: Monarch - Prism,normal,,0.27,listing,0.25,listing,,,,
The Librarian,Blitz Deck: Monarch - Prism,normal,,0.25,listing,0.05,listing,0.49,listing,,
Wartune Herald (Blue),Blitz Deck: Monarch - Prism,normal,,0.2,listing,0.25,listing,,,,
Wartune Herald (Red),Blitz Deck: Monarch - Prism,normal,,0.25,listing,0.25,listing,,,,
Adrenaline Rush (Blue),Monarch,normal,MON265,0.01,listing,0.05,listing,,,,
Adrenaline Rush (Blue),Monarch,foil,MON265,0.1,listing,0.25,listing,,,,
Adrenaline Rush (Red),Monarch,normal,MON263,0.02,listing,0.05,listing,0.13,listing,,
Adrenaline Rush (Red),Monarch,foil,MON263,0.08,listing,0.35,listing,,,,
Adrenaline Rush (Yellow),Monarch,normal,MON264,0.01,listing,0.05,listing,,,0.35,listing
Adrenaline Rush (Yellow),Monarch,foil,MON264,0.1,listing,0.2,listing,,,,
Aether Ironweave,Monarch,normal,MON230,0.05,listing,0.15,listing,0.75,listing,,
Aether Ironweave,Monarch,foil,MON230,0.2,listing,0.5,listing,,,,
Arc Light Sentinel,Monarch,normal,MON005,0.25,listing,0.47,listing,0.75,listing,,
Arc Light Sentinel,Monarch,foil,MON005,0.74,listing,1.19,listing,,,,
Arcanic Crackle (Blue),Monarch,normal,MON237,0.01,listing,0.05,listing,,,,
Arcanic Crackle (Blue),Monarch,foil,MON237,0.09,listing,0.25,listing,,,,
Arcanic Crackle (Red),Monarch,normal,MON235,0.05,listing,0.07,listing,0.25,listing,,
Arcanic Crackle (Red),Monarch,foil,MON235,0.18,listing,0.59,listing,4.18,listing,,
Arcanic Crackle (Yellow),Monarch,normal,MON236,0.01,listing,0.09,listing,,,,
Arcanic Crackle (Yellow),Monarch,foil,MON236,0.12,listing,0.5,listing,,,,
Battlefield Blitz (Blue),Monarch,normal,MON038,0.04,listing,0.1,listing,2.28,listing,,
Battlefield Blitz (Blue),Monarch,foil,MON038,0.25,listing,0.35,listing,,,,
Battlefield Blitz (Red),Monarch,normal,MON036,0.07,listing,0.1,listing,2.28,listing,,
Battlefield Blitz (Red),Monarch,foil,MON036,0.15,listing,0.55,listing,4.18,listing,,
Battlefield Blitz (Yellow),Monarch,normal,MON037,0.09,listing,0.08,listing,2.28,listing,,
Battlefield Blitz (Yellow),Monarch,foil,MON037,0.15,listing,0.1,listing,,,,
Beacon of Victory,Monarch,normal,MON033,1.59,listing,1.25,listing,,,,
Beacon of Victory,Monarch,foil,MON033,1.99,listing,4.81,listing,,,,
Belittle (Blue),Monarch,normal,MON268,0.05,listing,0.09,listing,0.13,listing,,
Belittle (Blue),Monarch,foil,MON268,0.1,listing,0.25,listing,,,,
Belittle (Red),Monarch,normal,MON266,0.1,listing,0.15,listing,0.35,listing,,
Belittle (Red),Monarch,foil,MON266,0.24,listing,0.5,listing,0.35,listing,,
Belittle (Yellow),Monarch,normal,MON267,0.05,listing,0.15,listing,,,,
Belittle (Yellow),Monarch,foil,MON267,0.1,listing,0.25,listing,,,,
"Blasmophet, the Soul Harvester // Ursur, the Soul Reaper",Monarch,normal,,0.05,listing,0.1,listing,,,,
Blinding Beam (Blue),Monarch,normal,MON086,0.01,listing,0.05,listing,0.13,listing,,
Blinding Beam (Blue),Monarch,foil,MON086,0.14,listing,0.83,listing,5.46,listing,,
Blinding Beam (Red),Monarch,normal,MON084,0.01,listing,,,0.13,listing,,
Blinding Beam (Red),Monarch,foil,MON084,0.13,listing,0.83,listing,,,,
Blinding Beam (Yellow),Monarch,normal,MON085,0.01,listing,,,,,,
Blinding Beam (Yellow),Monarch,foil,MON085,0.09,listing,0.45,listing,,,,
Blood Drop Brocade,Monarch,normal,MON238,0.02,listing,0.08,listing,0.34,listing,0.35,listing
Blood Drop Brocade,Monarch,foil,MON238,0.24,listing,0.24,listing,,,,
Blood Tribute (Blue),Monarch,normal,MON217,0.01,listing,0.05,listing,,,,
Blood Tribute (Blue),Monarch,foil,MON217,0.15,listing,0.25,listing,,,2.5,listing
Blood Tribute (Red),Monarch,normal,MON215,0.04,listing,0.15,listing,,,,
Blood Tribute (Red),Monarch,foil,MON215,0.25,listing,,,,,,
Blood Tribute (Yellow),Monarch,normal,MON216,0.02,listing,0.1,listing,,,,
Blood Tribute (Yellow),Monarch,foil,MON216,0.07,listing,0.55,listing,,,,
Bolt of Courage (Blue),Monarch,normal,MON044,0.03,listing,0.09,listing,0.34,listing,,
Bolt of Courage (Blue),Monarch,foil,MON044,0.16,listing,0.35,listing,,,,
Bolt of Courage (Red),Monarch,normal,MON042,0.03,listing,0.05,listing,0.13,listing,,
Bolt of Courage (Red),Monarch,foil,MON042,0.23,listing,0.35,listing,1.92,listing,,
Bolt of Courage (Yellow),Monarch,normal,MON043,0.05,listing,0.1,listing,,,,
Bolt of Courage (Yellow),Monarch,foil,MON043,0.25,listing,0.35,listing,,,,
Bolting Blade,Monarch,normal,MON032,0.53,listing,1,listing,3,listing,,
Bolting Blade,Monarch,foil,MON032,0.75,listing,2.27,listing,,,,
Boltyn // Galaxxi Black,Monarch,normal,,0.09,listing,0.35,listing,,,,
Boltyn // Hatchet of Body,Monarch,normal,,0.03,listing,0.1,listing,0.1,listing,,
Boltyn // Hatchet of Body,Monarch,foil,,0.37,listing,,,,,,
"Boltyn // Ser Boltyn, Breaker of Dawn",Monarch,normal,,0.05,listing,0.1,listing,,,,
"Boltyn // Ser Boltyn, Breaker of Dawn",Monarch,foil,,0.19,listing,,,,,,
Boneyard Marauder (Blue),Monarch,normal,MON137,0.01,listing,0.15,listing,0.13,listing,,
Boneyard Marauder (Blue),Monarch,foil,MON137,0.09,listing,0.75,listing,,,,
Boneyard Marauder (Red),Monarch,normal,MON135,0.08,listing,,,,,,
Boneyard Marauder (Red),Monarch,foil,MON135,0.25,listing,,,,,,
Boneyard Marauder (Yellow),Monarch,normal,MON136,0.01,listing,,,1.97,listing,,
Boneyard Marauder (Yellow),Monarch,foil,MON136,0.15,listing,,,,,,
Bounding Demigon (Blue),Monarch,normal,MON170,0.05,listing,0.06,listing,0.13,listing,,
Bounding Demigon (Blue),Monarch,foil,MON170,0.25,listing,0.35,listing,,,,
Bounding Demigon (Red),Monarch,normal,MON168,0.05,listing,0.08,listing,,,,
Bounding Demigon (Red),Monarch,foil,MON168,0.2,listing,0.47,listing,2.93,listing,,
Bounding Demigon (Yellow),Monarch,normal,MON169,0.04,listing,0.08,listing,,,,
Bounding Demigon (Yellow),Monarch,foil,MON169,,,0.25,listing,4.18,listing,,
Brandish (Blue),Monarch,normal,MON271,0.02,listing,0.09,listing,0.13,listing,,
Brandish (Blue),Monarch,foil,MON271,0.02,listing,0.25,listing,,,,
Brandish (Red),Monarch,normal,MON269,0.03,listing,0.05,listing,0.13,listing,0.35,listing
Brandish (Red),Monarch,foil,MON269,0.1,listing,0.35,listing,,,0.21,listing
Brandish (Yellow),Monarch,normal,MON270,0.02,listing,0.09,listing,,,,
Brandish (Yellow),Monarch,foil,MON270,0.2,listing,0.25,listing,,,,
Captain's Call (Blue),Monarch,normal,MON262,0.19,listing,0.2,listing,0.35,listing,,
Captain's Call (Blue),Monarch,foil,MON262,0.4,listing,1.09,listing,,,,
Captain's Call (Red),Monarch,normal,MON260,0.19,listing,0.25,listing,,,,
Captain's Call (Red),Monarch,foil,MON260,0.29,listing,0.5,listing,,,,
Captain's Call (Yellow),Monarch,normal,MON261,0.1,listing,0.17,listing,0.35,listing,,
Captain's Call (Yellow),Monarch,foil,MON261,0.2,listing,0.35,listing,,,0.35,listing
Carrion Husk,Monarch,foil,MON187,67.24,listing,31.53,listing,,,,
Celestial Cataclysm,Monarch,normal,MON062,3.23,listing,3.41,listing,6.99,listing,,
Celestial Cataclysm,Monarch,foil,MON062,6.42,listing,6.95,listing,22.69,listing,,
"Chane // Chane, Bound by Shadow",Monarch,normal,,0.1,listing,0.15,listing,,,,
Chane // Galaxxi Black,Monarch,normal,,0.03,listing,0.1,listing,,,,
Chane // Hatchet of Body,Monarch,normal,,0.03,listing,0.17,listing,,,,
Consuming Aftermath (Blue),Monarch,normal,MON197,0.01,listing,0.05,listing,4.18,listing,4.18,listing
Consuming Aftermath (Blue),Monarch,foil,MON197,0.15,listing,0.74,listing,,,,
